,Selected,vst_mean,vst_variable,vst_variance,vst_variance_expected,vst_variance_standardized,highly_variable,n_cells
AC027031.2,0.0,0.14214773,0,0.16361476,0.16041751,1.0199308,False,1134
OXR1,0.0,0.3658442,0,0.4005466,0.45143995,0.8872645,False,3372
ANGPT1,1.0,0.0063625076,1,0.008029352,0.006802111,1.1804206,True,27
RSPO2,1.0,0.31824178,1,0.68005675,0.38571826,1.7630919,True,3374
EIF3E,0.0,10.617862,0,58.72822,64.023056,0.91729796,False,11456
EMC2,0.0,0.22586903,0,0.25811797,0.26404604,0.9775491,False,2472
TMEM74,0.0,0.03363594,0,0.037937444,0.037065633,1.0235207,False,237
NUDCD1,0.0,0.09664029,0,0.10235767,0.10777415,0.9497423,False,914
ENY2,0.0,3.2382061,0,7.141859,8.417967,0.8484066,False,9975
EBAG9,0.0,0.3888113,0,0.44536695,0.48389524,0.92037886,False,3124
SYBU,0.0,0.053421788,0,0.061433103,0.05885788,1.0437533,False,420
CSMD3,0.0,0.0065952823,0,0.006940012,0.0070530176,0.9839776,False,43
TRPS1,0.0,0.112934515,0,0.12648876,0.12642555,1.0005,False,1464
EIF3H,0.0,4.820065,0,16.269854,16.05612,1.0133116,False,10623
UTP23,0.0,0.13896649,0,0.14712791,0.15665972,0.939156,False,1251
RAD21,0.0,1.2641217,1,2.5800915,2.100251,1.2284682,False,6966
RAD21-AS1,0.0,0.002288951,0,0.0022838002,0.0024077978,0.94850165,False,23
AARD,0.0,0.020755742,0,0.022498377,0.022678254,0.9920683,False,276
SLC30A8,0.0,0.0057029794,0,0.006058648,0.006089377,0.9949537,False,87
MED30,0.0,0.5589308,0,0.67501396,0.73785627,0.9148312,False,4328
EXT1,0.0,0.17353351,0,0.19238737,0.19800195,0.9716438,False,1745
SAMD12,0.0,0.0131517695,0,0.013832844,0.0142064,0.9737051,False,72
AC023590.1,0.0,0.012880199,0,0.013490738,0.013906365,0.97011244,False,72
TNFRSF11B,0.0,0.010436065,0,0.011413878,0.01122437,1.0168836,False,190
MAL2,1.0,0.06447858,1,0.086783186,0.07120496,1.2187802,True,550
ENPP2,0.0,0.17904252,0,0.22815591,0.20481023,1.113987,False,1992
TAF2,0.0,0.108395405,0,0.11472913,0.12123346,0.94634867,False,999
DSCC1,0.0,0.12849163,0,0.15862021,0.14443702,1.0981963,False,997
DEPTOR,0.0,0.0056641838,0,0.005709914,0.0060473504,0.94420093,False,44
COL14A1,0.0,0.0055477964,0,0.0062155835,0.005921294,1.0497001,False,48
MRPL13,0.0,0.6917675,0,0.8579668,0.956585,0.89690596,False,4865
MTBP,0.0,0.029174427,0,0.02972108,0.03208906,0.92620605,False,322
SNTB1,0.0,0.050201736,0,0.05699472,0.05531985,1.0302762,False,888
HAS2,0.0,0.01121198,0,0.013181755,0.012073704,1.0917739,False,41
HAS2-AS1,0.0,0.0062849163,0,0.006633631,0.0067184265,0.98737866,False,52
AC016405.3,0.0,0.003685599,0,0.0037497524,0.003909243,0.9592017,False,49
ZHX2,0.0,0.066224396,0,0.067971095,0.07316653,0.92899173,False,839
AC104316.2,0.0,0.00065952825,0,0.0006591188,0.00068080606,0.96814483,False,4
DERL1,0.0,0.19549192,0,0.20748462,0.22533779,0.92077154,False,1737
TBC1D31,0.0,0.059163563,0,0.06466637,0.06524774,0.9910898,False,583
C8orf76,0.0,0.16783054,0,0.17528477,0.19101925,0.9176288,False,1550
ZHX1-C8orf76,0.0,0.0149363745,0,0.014946634,0.016188638,0.9232792,False,116
ZHX1,0.0,0.24363749,0,0.27421752,0.28696087,0.95559204,False,2119
ATAD2,0.0,0.22389044,1,0.32251903,0.26149467,1.2333676,False,1886
WDYHV1,0.0,0.47381285,0,0.596482,0.6080726,0.9809388,False,3359
FBXO32,0.0,0.034799814,0,0.037935387,0.038358424,0.9889715,False,546
FAM91A1,0.0,0.073944755,0,0.07554069,0.08190219,0.92232805,False,829
AC090921.1,0.0,0.0009310987,0,0.00093026785,0.00096519425,0.9638141,False,10
TMEM65,1.0,0.16220514,1,0.208994,0.18421698,1.1344991,True,1650
TRMT12,0.0,0.06948324,0,0.069856666,0.076835334,0.9091737,False,654
RNF139-AS1,0.0,0.05093886,0,0.054786317,0.056127474,0.97610515,False,534
RNF139,0.0,0.29473153,0,0.31448784,0.35406238,0.8882273,False,2668
TATDN1,0.0,0.66969275,0,0.80402577,0.9190339,0.87485975,False,4677
AC090198.1,0.0,0.00174581,0,0.0018204243,0.0018281344,0.9957826,False,18
NDUFB9,0.0,2.347067,0,4.018977,5.1195407,0.7850269,False,9166
MTSS1,0.0,0.1396648,0,0.16190909,0.15748233,1.0281096,False,1063
AC090922.1,0.0,0.0032588455,0,0.003325946,0.0034490307,0.96431327,False,39
ZNF572,0.0,0.0032200497,0,0.0032098056,0.0034072313,0.94205683,False,33
AC009908.1,0.0,0.00038795779,0,0.00038782234,0.00039803228,0.9743489,False,4
SQLE,1.0,1.6927762,1,3.5868902,3.162423,1.1342221,True,7265
WASHC5,0.0,0.06277157,0,0.06566191,0.069288865,0.94765455,False,580
NSMCE2,0.0,0.28786469,0,0.3089057,0.3448773,0.89569736,False,2591
TRIB1,0.0,0.06991,0,0.07107749,0.077317834,0.9192897,False,606
FAM84B,1.0,0.22094196,1,0.34353969,0.25769547,1.3331228,True,2644
PCAT1,0.0,0.015789881,0,0.016627489,0.0171398,0.9701098,False,231
PRNCR1,0.0,0.004616698,0,0.004828346,0.0049141836,0.9825326,False,68
CASC8,0.0,0.0005043451,0,0.0005041103,0.0005189628,0.9713805,False,3
POU5F1B,0.0,0.003530416,0,0.0036732776,0.0037418325,0.9816788,False,37
MYC,1.0,0.054081317,1,0.072652206,0.059586897,1.2192649,True,398
PVT1,0.0,0.048455928,0,0.052782875,0.053409193,0.9882732,False,355
FAM49B,0.0,1.0297176,0,1.4066823,1.5933137,0.88286585,False,6014
ASAP1,0.0,0.39377716,0,0.48920125,0.4909671,0.99640334,False,3122
ADCY8,0.0,0.000349162,0,0.00034905365,0.00035777802,0.97561514,False,3
EFR3A,0.0,0.05016294,0,0.051993765,0.055277366,0.9405977,False,482
KCNQ3,1.0,0.022462755,1,0.02971849,0.024593724,1.208377,True,43
LRRC6,0.0,0.052374303,0,0.055142373,0.05770363,0.9556136,False,660
PHF20L1,0.0,0.41623992,0,0.48151937,0.5232311,0.9202805,False,3434
NDRG1,1.0,0.032937616,1,0.044191502,0.036286775,1.2178404,True,440
ST3GAL1,0.0,0.037166357,0,0.04176119,0.040970635,1.0192956,False,262
AC103706.1,0.0,0.019630665,0,0.02149629,0.021417487,1.0036794,False,119
ZFAT,0.0,0.014664805,0,0.014838281,0.015886199,0.934036,False,146
AC083843.3,0.0,0.02498448,0,0.0258355,0.027415276,0.9423761,False,278
AC083843.1,0.0,0.0011638734,0,0.001317753,0.0012107803,1.0883502,False,11
KHDRBS3,1.0,0.11572781,1,0.1474213,0.12963732,1.1371825,True,595
COL22A1,0.0,0.023393854,0,0.025097711,0.025637498,0.97894543,False,368
KCNK9,0.0,0.00077591557,0,0.0007753436,0.0008024266,0.9662487,False,7
TRAPPC9,0.0,0.039571695,0,0.04002471,0.043617155,0.9176368,False,361
AC107375.1,0.0,0.035808504,0,0.03615708,0.039473876,0.9159749,False,407
CHRAC1,0.0,0.5671943,0,0.7262704,0.75086117,0.9672499,False,4270
AGO2,0.0,0.36541745,0,0.42984027,0.4508405,0.95341986,False,3116
ERICD,0.0,0.0017070143,0,0.0017041665,0.0017868447,0.9537295,False,21
PTK2,0.0,0.38353506,0,0.43873414,0.47640365,0.9209294,False,3029
DENND3,0.0,0.015751086,0,0.01581397,0.01709656,0.9249796,False,176
AC040970.1,0.0,0.0043451274,0,0.0044040093,0.004620883,0.9530666,False,43
SLC45A4,0.0,0.02591558,0,0.026253672,0.02845402,0.92267,False,252
GPR20,0.0,0.0062073246,0,0.006401817,0.0066347094,0.9648978,False,27
PTP4A3,0.0,0.21939012,0,0.2562308,0.25569785,1.0020844,False,1582
AC100803.3,0.0,0.00085350714,0,0.00085281173,0.00088370166,0.96504486,False,6
TSNARE1,0.0,0.015013967,0,0.01494431,0.016275078,0.9182328,False,129
AC134682.1,0.0,0.0018621974,0,0.0018588017,0.0019520618,0.95222485,False,26
ADGRB1,0.0,0.0340239,0,0.03558336,0.037497368,0.94895613,False,299
ARC,0.0,0.012725015,0,0.013261928,0.013735191,0.96554375,False,95
JRK,0.0,0.15223464,0,0.16173157,0.17234167,0.9384357,False,1396
THEM6,0.0,0.071384236,0,0.076611176,0.078988604,0.96990156,False,715
LYNX1,0.0,0.0053538177,0,0.005402955,0.005711284,0.9460141,False,72
LY6E-DT,0.0,0.000698324,0,0.00069786346,0.00072131766,0.96748424,False,7
LY6E,1.0,0.7970205,1,1.6731721,1.1421982,1.4648701,True,3786
LY6H,1.0,0.1791977,1,0.25758627,0.20500273,1.2565016,True,1851
ZFP41,0.0,0.0386018,0,0.039906546,0.042550016,0.9378738,False,418
GLI4,0.0,0.14133303,0,0.14634816,0.15945283,0.91781473,False,1423
MINCR,0.0,0.24871974,0,0.2807549,0.29353094,0.95647466,False,2128
ZNF696,0.0,0.043606456,0,0.04341363,0.04807784,0.9029863,False,415
AC138696.2,0.0,0.032084107,0,0.032530222,0.03533462,0.9206331,False,336
TOP1MT,0.0,0.21093266,0,0.26064634,0.24484932,1.0645173,False,1391
RHPN1-AS1,0.0,0.034955,0,0.0359071,0.038530294,0.93191874,False,396
RHPN1,0.0,0.15840317,0,0.170019,0.17966717,0.9462998,False,1574
MAFA-AS1,0.0,0.006517691,0,0.0067082457,0.006969401,0.9625282,False,50
MAFA,0.0,0.0005431409,0,0.00054286694,0.00055936305,0.9705092,False,6
ZC3H3,0.0,0.12616387,0,0.12770961,0.14173815,0.90102494,False,1205
AC067930.4,0.0,0.0006207325,0,0.0006203712,0.0006403109,0.96885943,False,5
GSDMD,0.0,0.008690255,0,0.008692663,0.0093192505,0.9327642,False,110
MROH6,0.0,0.040192425,0,0.040285572,0.04430066,0.9093673,False,390
NAPRT,0.0,0.14854904,0,0.15527472,0.16798393,0.92434263,False,1597
AC067930.2,0.0,0.0005819367,0,0.0005816206,0.0005998217,0.9696559,False,5
EEF1D,0.0,9.493948,0,49.578316,52.204407,0.94969594,False,11269
TIGD5,0.0,0.04100714,0,0.040801376,0.045198873,0.9027078,False,432
PYCR3,0.0,0.073246434,0,0.07510032,0.08110637,0.92594844,False,723
TSTA3,0.0,0.3188625,0,0.35562634,0.3865596,0.919978,False,2782
AC067930.3,0.0,0.0006207325,0,0.0006203712,0.0006403109,0.96885943,False,6
ZNF623,0.0,0.09920081,0,0.103097714,0.1107065,0.93127066,False,897
ZNF707,0.0,0.022579143,0,0.022923723,0.024724275,0.9271747,False,226
MAPK15,0.0,0.07929857,0,0.08457473,0.08801878,0.9608714,False,947
FAM83H,0.0,0.04073557,0,0.04319021,0.0448993,0.96193504,False,523
IQANK1,0.0,0.010513656,0,0.01086909,0.011309229,0.96108145,False,151
SCRIB,0.0,0.18121508,0,0.19377476,0.2075083,0.9338169,False,1756
PUF60,0.0,1.0373603,0,1.4739485,1.6090264,0.9160499,False,6596
NRBP2,0.0,0.06758225,0,0.07232868,0.07469316,0.9683441,False,656
EPPK1,0.0,0.011599938,0,0.013250499,0.012498998,1.0601249,False,87
PLEC,0.0,0.1497905,0,0.1652244,0.16945097,0.97505724,False,1338
PARP10,0.0,0.013772502,0,0.014436887,0.014894144,0.96929955,False,190
GRINA,0.0,0.9034761,0,1.1403239,1.3417094,0.8499038,False,6502
OPLAH,0.0,0.00845748,0,0.00861906,0.009065822,0.9507202,False,63
AC109322.1,0.0,0.026070764,0,0.026866361,0.028627135,0.93849283,False,255
EXOSC4,0.0,0.35789105,0,0.39470243,0.44028792,0.89646435,False,2997
GPAA1,0.0,0.48292986,0,0.5809695,0.6216935,0.9344951,False,3792
CYC1,0.0,1.304896,0,1.8647846,2.1937335,0.8500507,False,7282
SHARPIN,0.0,0.55644786,0,0.6310715,0.7339657,0.85981065,False,4500
MAF1,0.0,1.5053927,0,2.1914742,2.6764293,0.8188052,False,7815
WDR97,0.0,0.00422874,0,0.004211021,0.004495243,0.93677276,False,58
HGH1,0.0,0.05807728,0,0.058818944,0.064034075,0.9185569,False,576
MROH1,0.0,0.025721602,0,0.02622489,0.028237626,0.92872155,False,285
BOP1,0.0,0.15983862,0,0.1747998,0.18138114,0.96371543,False,1196
SCX,0.0,0.0045003104,0,0.0047906097,0.0047884597,1.0004491,False,56
HSF1,0.0,0.7867396,0,0.9781846,1.123573,0.8706017,False,5239
DGAT1,0.0,0.12445686,0,0.1344226,0.13975973,0.9618121,False,1108
SCRT1,1.0,0.026536312,1,0.03506689,0.029146463,1.2031269,True,166
AC233992.2,0.0,0.00065952825,0,0.0006591188,0.00068080606,0.96814483,False,6
SLC52A2,0.0,0.24530572,0,0.27134556,0.2891159,0.93853563,False,1787
FBXL6,0.0,0.037321538,0,0.037714712,0.041141465,0.91670805,False,403
ADCK5,0.0,0.056292675,0,0.056617625,0.062043995,0.91254,False,554
CPSF1,0.0,0.20744103,0,0.22812077,0.24039735,0.9489321,False,1776
AC233992.3,0.0,0.005276226,0,0.005248591,0.005627309,0.9327,False,42
SLC39A4,0.0,0.059357543,0,0.07042417,0.06546462,1.0757592,False,655
VPS28,0.0,1.3001629,0,1.6825855,2.182801,0.7708377,False,7763
TONSL,0.0,0.073789574,0,0.077891454,0.08172528,0.9530889,False,754
CYHR1,0.0,0.5401148,0,0.6329591,0.70855826,0.8933057,False,4292
KIFC2,0.0,0.026807884,0,0.028262882,0.029449394,0.9597101,False,260
FOXH1,0.0,0.0008923029,0,0.00096913584,0.00092441816,1.0483739,False,3
PPP1R16A,0.0,0.3482697,0,0.39226314,0.42687097,0.9189267,False,3364
GPT,0.0,0.0022501552,0,0.0023227737,0.0023662758,0.98161584,False,32
MFSD3,0.0,0.2785149,0,0.3101277,0.33246058,0.9328255,False,2346
RECQL4,0.0,0.10393389,0,0.12044854,0.11613691,1.0371255,False,998
LRRC14,0.0,0.17873216,0,0.19311662,0.20442532,0.9446805,False,1577
LRRC24,0.0,0.04449876,0,0.04608962,0.049065102,0.93935645,False,422
C8orf82,0.0,0.29799038,0,0.3396367,0.35842988,0.94756806,False,2388
ARHGAP39,0.0,0.05691341,0,0.058564812,0.062735625,0.93351763,False,627
ZNF251,0.0,0.04934823,0,0.050173774,0.05438557,0.92255676,False,443
ZNF34,0.0,0.048572317,0,0.049861785,0.05353655,0.9313597,False,436
RPL8,0.0,44.214966,0,1064.3358,1089.4684,0.9769314,False,11562
ZNF517,0.0,0.012880199,0,0.012792387,0.013906365,0.91989434,False,151
ZNF7,0.0,0.1912244,0,0.1992805,0.21999852,0.90582657,False,1754
COMMD5,0.0,0.3116465,0,0.3370531,0.37679896,0.8945171,False,2527
ZNF250,0.0,0.102071695,0,0.105235666,0.11400421,0.9230858,False,937
ZNF16,0.0,0.121275604,0,0.124185935,0.13607052,0.9126587,False,1157
ZNF252P-AS1,0.0,0.005082247,0,0.0051342086,0.005417444,0.9477179,False,61
C8orf33,0.0,0.6101024,0,0.7091961,0.81991273,0.8649654,False,4642
WASHC1,0.0,0.19719894,0,0.20502959,0.22747335,0.9013346,False,1928
AL928970.1,0.0,0.024596523,0,0.025156384,0.026982402,0.9323256,False,269
FAM138C,0.0,0.0009310987,0,0.00093026785,0.00096519425,0.9638141,False,12
CBWD1,0.0,0.36871508,0,0.42784604,0.45547578,0.93933874,False,2885
C9orf66,0.0,0.0030648666,0,0.0031331861,0.0032401404,0.9669909,False,26
DOCK8,0.0,0.0024053382,0,0.0025548348,0.0025324328,1.008846,False,17
KANK1,0.0,0.06378026,0,0.066542976,0.07042084,0.944933,False,602
AL136979.1,0.0,0.0014742396,0,0.0014721233,0.0015394333,0.9562762,False,12
SMARCA2,0.0,0.048494723,0,0.051731586,0.053451646,0.9678203,False,473
VLDLR-AS1,0.0,0.015828678,0,0.017984167,0.01718304,1.0466231,False,34
VLDLR,0.0,0.090510555,0,0.110488415,0.10078935,1.096231,False,415
PUM3,0.0,0.13528088,0,0.15190206,0.15233754,0.9971414,False,1006
RFX3,0.0,0.56401306,0,0.7803057,0.7458441,1.0462047,False,4810
RFX3-AS1,0.0,0.005082247,0,0.005056614,0.005417444,0.9333948,False,53
AL354977.2,0.0,0.001396648,0,0.0013947515,0.0014571362,0.95718676,False,18
GLIS3,1.0,0.20623836,1,0.30974343,0.23886856,1.2967107,True,2322
SLC1A1,0.0,0.004771881,0,0.0047492944,0.005081872,0.934556,False,61
SPATA6L,0.0,0.0031036623,0,0.0030941498,0.0032818953,0.94279355,False,35
PLPP6,0.0,0.066146806,0,0.06736061,0.07307931,0.9217467,False,584
CDC37L1-DT,0.0,0.02040658,0,0.021077251,0.022286687,0.94573283,False,204
CDC37L1,0.0,0.13958721,0,0.14540312,0.15739086,0.9238345,False,1222
AK3,0.0,0.7869724,0,0.9855001,1.1239935,0.87678456,False,5717
RCL1,0.0,0.054352887,0,0.055590753,0.05988766,0.92825055,False,478
JAK2,0.0,0.012065487,0,0.012230752,0.0130099105,0.9401104,False,126
RLN2,0.0,0.0015130354,0,0.0015108048,0.0015806197,0.9558306,False,20
RLN1,0.0,0.0015518311,0,0.001549483,0.0016218285,0.9553927,False,19
PLGRKT,0.0,0.3760475,0,0.46409202,0.4658098,0.99631226,False,2912
RIC1,0.0,0.05194755,0,0.053130638,0.05723446,0.9282981,False,519
ERMP1,0.0,0.029484792,0,0.029858062,0.032435235,0.920544,False,334
KIAA2026,0.0,0.24930167,0,0.27514985,0.2942842,0.93498003,False,2176
RANBP6,0.0,0.08189789,0,0.08272021,0.090988494,0.90912825,False,840
UHRF2,0.0,0.13714308,0,0.14247136,0.15451756,0.92203987,False,1347
GLDC,0.0,0.11890906,0,0.123396456,0.13332087,0.92556,False,1073
AL162411.1,0.0,0.06502172,0,0.066848636,0.07181504,0.9308445,False,581
AL354707.2,0.0,0.0007371198,0,0.000736605,0.00076185504,0.96685725,False,8
AL354707.1,0.0,0.021143699,0,0.022249337,0.02311352,0.9626114,False,192
KDM4C,0.0,0.027351024,0,0.027923085,0.03005524,0.9290588,False,258
AL354694.1,0.0,0.001241465,0,0.0012399718,0.0012928504,0.9590993,False,12
DMAC1,0.0,1.3492396,0,2.149996,2.2971902,0.9359242,False,7063
AL135923.2,1.0,0.07611732,1,0.17988974,0.08438214,2.131846,True,622
PTPRD,0.0,0.35540813,0,0.44365105,0.4368145,1.015651,False,3607
PTPRD-AS1,0.0,0.13015984,0,0.13611305,0.14637323,0.92990404,False,1605
LURAP1L,0.0,0.03867939,0,0.04540976,0.04263537,1.0650725,False,432
MPDZ,0.0,0.27622595,0,0.31244504,0.32943776,0.94841903,False,2515
NFIB,1.0,0.041899443,1,0.057759404,0.046184666,1.2506186,True,576
AL159169.3,0.0,0.0021725637,0,0.0021679278,0.002283274,0.9494821,False,18
AL159169.2,0.0,0.008496275,0,0.008424416,0.009108051,0.92494166,False,88
ZDHHC21,0.0,0.1461049,0,0.15510258,0.16509645,0.9394664,False,1421
FREM1,1.0,0.40138113,1,0.79702467,0.5018371,1.588214,True,4077
TTC39B,0.0,0.018389199,0,0.018362116,0.02003126,0.91667295,False,195
SNAPC3,0.0,0.4108861,0,0.47384307,0.5154983,0.9191943,False,3400
PSIP1,0.0,1.471873,1,3.021983,2.5930574,1.165413,False,6985
CCDC171,0.0,0.047292054,0,0.050644074,0.052135076,0.97140115,False,458
BNC2,0.0,0.032200497,0,0.036441263,0.035464454,1.0275433,False,425
BNC2-AS1,0.0,0.013268156,0,0.014334134,0.014335158,0.99992853,False,76
CNTLN,0.0,0.16662787,0,0.19139993,0.18955708,1.0097219,False,1712
SH3GL2,0.0,0.010630043,0,0.011370994,0.011436549,0.99426794,False,87
ADAMTSL1,0.0,0.010785227,0,0.011134887,0.011606365,0.9593776,False,72
SAXO1,0.0,0.000698324,0,0.00069786346,0.00072131766,0.96748424,False,9
RRAGA,0.0,0.3723619,0,0.40869334,0.46061066,0.8872859,False,3235
HAUS6,0.0,0.20360024,0,0.23090227,0.23552458,0.9803744,False,1720
PLIN2,0.0,0.32107386,0,0.4018154,0.38955963,1.0314606,False,2223
DENND4C,0.0,0.07080229,0,0.07215464,0.0783284,0.9211811,False,729
AL391834.1,0.0,0.015634699,0,0.01570123,0.016966837,0.92540705,False,172
AL391834.2,0.0,0.010552452,0,0.010674287,0.011351665,0.9403278,False,90
RPS6,1.0,69.89122,1,3589.807,2961.3318,1.2122271,True,11565
SLC24A2,0.0,0.0022501552,0,0.0023227737,0.0023662758,0.98161584,False,26
AL591222.1,0.0,0.0028320919,0,0.0029793698,0.002989926,0.9964695,False,43
MLLT3,0.0,0.49693513,0,0.64813805,0.6427185,1.0084323,False,5196
FOCAD,0.0,0.11250776,0,0.11863152,0.12593627,0.94199646,False,1112
FOCAD-AS1,0.0,0.0014354439,0,0.001433439,0.0014982714,0.9567285,False,19
HACD4,0.0,0.012453445,0,0.013462752,0.013436166,1.0019788,False,59
KLHL9,0.0,0.22509311,0,0.24504402,0.26304537,0.93156564,False,1993
MTAP,0.0,0.1875,0,0.19960475,0.2153427,0.9269167,False,1808
CDKN2A,1.0,0.009621353,1,0.013641665,0.010334325,1.3200344,True,92
CDKN2B,0.0,0.0057417755,0,0.0066401637,0.0061314083,1.0829753,False,63
DMRTA1,1.0,0.37806487,1,0.62497604,0.4686599,1.3335385,True,4699
LINC01239,0.0,0.016371818,0,0.01719073,0.017788248,0.96640944,False,295
AL445623.2,0.0,0.038524207,0,0.043171503,0.042464666,1.0166453,False,309
ELAVL2,1.0,0.39494103,1,0.91924345,0.4926276,1.8660008,True,2312
AL365204.1,0.0,0.0025217256,0,0.0025930586,0.002657142,0.9758826,False,22
TUSC1,0.0,0.07922098,0,0.087690815,0.08793008,0.9972789,False,836
CAAP1,0.0,0.15646337,0,0.1634911,0.17735736,0.9218175,False,1402
PLAA,0.0,0.20142768,0,0.22122939,0.23278143,0.9503739,False,1571
IFT74,0.0,0.15619181,0,0.18301345,0.1770345,1.0337728,False,1374
IFT74-AS1,0.0,0.004927064,0,0.004980573,0.0052496255,0.94874823,False,55
LRRC19,0.0,0.0005819367,0,0.0005816206,0.0005998217,0.9696559,False,6
TEK,0.0,0.0051598386,0,0.005521387,0.0055013774,1.0036371,False,34
MOB3B,1.0,0.17539571,1,0.22518083,0.20029733,1.1242329,True,1021
C9orf72,0.0,0.13283674,0,0.14305207,0.14948615,0.95695865,False,1064
LINGO2,0.0,0.0074875853,0,0.007819783,0.008014844,0.97566247,False,94
ACO1,0.0,0.10350714,0,0.11072136,0.11564863,0.9573945,False,965
DDX58,0.0,0.008224705,0,0.008390159,0.008812712,0.95205194,False,66
TOPORS,0.0,0.2362275,0,0.26182777,0.27740374,0.9438509,False,2000
SMIM27,0.0,0.32522503,0,0.3824884,0.3952034,0.96782666,False,2607
NDUFB6,0.0,1.059086,0,1.4174592,1.6539917,0.85699296,False,6477
APTX,0.0,0.34974396,0,0.3936395,0.42891884,0.9177482,False,2651
DNAJA1,0.0,1.1249224,0,1.7893987,1.7929635,0.9980117,False,6896
SMU1,0.0,0.22233862,0,0.23545209,0.25949454,0.9073489,False,2084
B4GALT1,0.0,0.05540037,0,0.06063582,0.06105093,0.9932006,False,566
B4GALT1-AS1,0.0,0.008845437,0,0.008767536,0.009488277,0.9240388,False,95
BAG1,0.0,1.1842799,0,1.571704,1.9217595,0.81784636,False,7224
CHMP5,0.0,0.76617783,0,0.87882656,1.0866505,0.8087481,False,5568
NFX1,0.0,0.14505742,0,0.15164424,0.16385873,0.9254572,False,1381
AQP3,0.0,0.0095049655,0,0.009647771,0.010207319,0.94518167,False,103
NOL6,0.0,0.034140285,0,0.035381436,0.03762672,0.9403274,False,311
ANKRD18B,1.0,0.19072005,1,0.25258663,0.21936771,1.1514302,True,1513
CYP4F26P,0.0,0.0067116697,0,0.0068996656,0.0071784207,0.9611677,False,70
AL356489.3,0.0,0.017884854,0,0.01880718,0.019470392,0.96593744,False,183
AL356489.2,0.0,0.010358473,0,0.010329167,0.011139527,0.92725366,False,116
LINC01251,0.0,0.0034528244,0,0.0035186305,0.003658146,0.96186167,False,32
UBE2R2,0.0,1.6488982,0,2.8639584,3.0455806,0.9403653,False,7523
UBAP2,0.0,0.24569367,0,0.2777506,0.28961727,0.9590264,False,2030
DCAF12,0.0,0.3474162,0,0.37578616,0.4256867,0.8827763,False,2977
UBAP1,0.0,0.25632372,0,0.2730347,0.30339152,0.89994174,False,2248
KIF24,0.0,0.030920235,0,0.03221558,0.034036342,0.94650537,False,368
NUDT2,0.0,0.48292986,0,0.53914607,0.6216935,0.8672216,False,4125
MYORG,0.0,0.0020173804,0,0.0020133888,0.0021174853,0.9508396,False,22
C9orf24,1.0,0.032394476,1,0.054236688,0.03568085,1.5200503,True,301
FAM219A,0.0,0.13303073,0,0.1570839,0.1497121,1.0492399,False,989
DNAI1,0.0,0.0031036623,0,0.0030941498,0.0032818953,0.94279355,False,38
ENHO,1.0,0.19145717,1,0.25622344,0.22028969,1.1631204,True,994
CNTFR,1.0,0.82949257,1,1.47467,1.2017558,1.2270962,True,3953
RPP25L,0.0,0.45387182,0,0.54561216,0.5784211,0.9432785,False,3497
DCTN3,0.0,1.1298107,0,1.6207819,1.8034447,0.8987145,False,6864
SIGMAR1,0.0,0.7114758,0,1.0279436,0.9905037,1.0377988,False,4555
GALT,0.0,0.23975791,0,0.24722779,0.28195435,0.87683624,False,2297
IL11RA,0.0,0.077087216,0,0.08030369,0.08549058,0.939328,False,674
CCL27,0.0,0.013345748,0,0.013633717,0.01442105,0.9454039,False,145
AL162231.1,0.0,0.3022967,0,0.35152295,0.3642098,0.9651661,False,2855
AL162231.2,0.0,0.017729672,0,0.01920068,0.01929815,0.99494934,False,99
PHF24,0.0,0.0021725637,0,0.0022455223,0.002283274,0.98346597,False,13
DNAJB5,0.0,0.14300124,0,0.1575518,0.16142759,0.97599053,False,1214
VCP,0.0,0.6812151,0,0.85235864,0.9385769,0.9081394,False,4824
FANCG,0.0,0.19991465,0,0.2311868,0.23087727,1.0013407,False,1687
PIGO,0.0,0.027700186,0,0.02809785,0.030444702,0.9229142,False,270
AL353795.2,0.0,0.00038795779,0,0.00038782234,0.00039803228,0.9743489,False,6
STOML2,0.0,2.211631,0,3.8993814,4.6818943,0.83286405,False,9077
FAM214B,0.0,0.18606456,0,0.1987831,0.21355033,0.93084896,False,1547
UNC13B,0.0,0.1276769,0,0.13830516,0.14349215,0.9638517,False,1174
RUSC2,0.0,0.039183736,0,0.041451965,0.04319022,0.9597536,False,362
FAM166B,0.0,0.03189013,0,0.035995588,0.035118233,1.0249829,False,379
TESK1,0.0,0.085428305,0,0.08814304,0.095011055,0.9277136,False,799
CD72,0.0,0.008573867,0,0.00857828,0.00919252,0.9331805,False,90
SIT1,1.0,0.0008147114,1,0.0009692683,0.00084303983,1.1497301,True,6
RMRP,1.0,0.0015130354,1,0.0019763722,0.0015806197,1.250378,True,3
CCDC107,0.0,0.67268,0,0.7654472,0.9240886,0.82832664,False,4943
ARHGEF39,0.0,0.14257449,1,0.2100112,0.16092263,1.3050445,False,1203
CA9,0.0,0.0032200497,0,0.0032874001,0.0034072313,0.96483034,False,30
TPM2,1.0,0.9459187,1,3.9302661,1.4246289,2.7588,True,2955
TLN1,0.0,0.16220514,0,0.18424132,0.18421698,1.0001322,False,1351
CREB3,0.0,0.4989525,0,0.55627435,0.64575833,0.8614281,False,3991
GBA2,0.0,0.15681253,0,0.16830897,0.17777263,0.94676536,False,1233
RGP1,0.0,0.2598929,0,0.27383035,0.308035,0.8889586,False,2464
MSMP,0.0,0.0065952823,0,0.0065520387,0.0070530176,0.92896956,False,69
