,Selected,vst_mean,vst_variable,vst_variance,vst_variance_expected,vst_variance_standardized,highly_variable,n_cells
MYNN,0.0,0.09400217,0,0.09696344,0.10476341,0.9255468,False,854
AC078795.1,0.0,0.0034140286,0,0.003402505,0.0036163097,0.9408776,False,45
LRRC34,0.0,0.061918065,0,0.06561314,0.068331696,0.9602154,False,663
AC078795.3,0.0,0.000349162,0,0.00034905365,0.00035777802,0.97561514,False,3
AC078795.2,0.0,0.00248293,0,0.002476861,0.0026155661,0.94696933,False,27
AC008040.1,0.0,0.0015130354,0,0.0015108048,0.0015806197,0.9558306,False,19
SEC62,0.0,1.3234016,0,1.8334869,2.2366812,0.81973547,False,7538
GPR160,0.0,0.0058581624,0,0.0062120436,0.0062574297,0.99274683,False,89
PHC3,0.0,0.103623524,0,0.10646834,0.115781814,0.91956013,False,969
AC008040.5,0.0,0.0042675356,0,0.0042494885,0.004537119,0.9366051,False,37
PRKCI,0.0,0.13547486,0,0.14568077,0.15256429,0.9548812,False,1199
SKIL,0.0,0.26039726,0,0.2971955,0.30869198,0.96275735,False,2271
CLDN11,1.0,0.040464,1,0.06590867,0.044599902,1.4777762,True,153
SLC7A14,0.0,0.00248293,0,0.002864834,0.0026155661,1.0953016,False,6
RPL22L1,1.0,2.160886,1,8.259624,4.522269,1.8264337,True,7737
EIF5A2,0.0,0.063469894,0,0.067591205,0.07007246,0.9645902,False,602
TNIK,0.0,0.12158597,0,0.14769931,0.13643071,1.0825958,False,1454
PLD1,0.0,0.0043063313,0,0.004365548,0.0045789992,0.95338476,False,67
FNDC3B,0.0,0.25958255,0,0.30045134,0.30763078,0.9766621,False,2846
NCEH1,0.0,0.005586592,0,0.0055555976,0.0059633087,0.9316301,False,46
ECT2,0.0,0.22486034,1,0.37085196,0.2627452,1.411451,False,1731
NLGN1,0.0,0.11138268,0,0.12520738,0.124647774,1.0044895,False,1018
NAALADL2,0.0,0.018389199,0,0.018905276,0.02003126,0.94378865,False,222
TBL1XR1,0.0,0.5992784,0,0.77229667,0.8022507,0.9626625,False,4622
AC117465.1,1.0,0.00027157046,1,0.0003491018,0.00027740744,1.2584443,True,3
KCNMB2-AS1,0.0,0.029989136,0,0.033436213,0.032997776,1.0132868,False,294
ZMAT3,1.0,0.38209963,1,0.6478254,0.47436938,1.3656561,True,2797
PIK3CA,0.0,0.094273746,0,0.09881338,0.105072945,0.94042647,False,939
KCNMB3,0.0,0.009854128,0,0.0100677805,0.010588444,0.9508273,False,91
ZNF639,0.0,0.22590782,0,0.24417222,0.26409608,0.9245583,False,1948
MFN1,0.0,0.085273124,0,0.08941104,0.094834484,0.9428115,False,834
GNB4,0.0,0.15118715,0,0.1708564,0.17110229,0.99856293,False,1224
AC007620.2,0.0,0.0017846058,0,0.0017814902,0.0018694348,0.9529565,False,22
AC007620.3,0.0,0.0005819367,0,0.0005816206,0.0005998217,0.9696559,False,7
ACTL6A,0.0,0.43905184,0,0.60253155,0.5565089,1.0826988,False,3439
MRPL47,0.0,1.1012182,0,1.4752637,1.7424572,0.8466571,False,6608
NDUFB5,0.0,1.2321928,0,1.5278109,2.0281482,0.75330335,False,7234
USP13,0.0,0.12728895,0,0.14298216,0.14304233,0.9995793,False,1057
PEX5L,0.0,0.009272191,0,0.010428087,0.009953412,1.0476897,False,46
AC007687.1,0.0,0.00096989446,0,0.0009689914,0.001006026,0.9631871,False,10
TTC14,0.0,0.4404097,0,0.51377183,0.55850744,0.9199015,False,3538
CCDC39.1,0.0,0.0031036623,0,0.0032493388,0.0032818953,0.99007994,False,38
FXR1,0.0,1.220554,0,1.8990941,2.0021052,0.94854856,False,6903
DNAJC19,0.0,1.7765363,0,2.9776468,3.3906598,0.878191,False,8444
SOX2,0.0,5.4099164,1,22.307306,19.490213,1.1445389,False,10665
LINC01994,0.0,0.00597455,0,0.006094274,0.0063833073,0.9547205,False,99
LINC01995,0.0,0.00065952825,0,0.0007367134,0.00068080606,1.0821193,False,7
ATP11B,0.0,0.08158752,0,0.085098796,0.09063418,0.93892604,False,930
AC092953.2,0.0,0.00085350714,0,0.00085281173,0.00088370166,0.96504486,False,7
DCUN1D1,0.0,0.31343108,0,0.35300836,0.37920895,0.9309072,False,2736
MCCC1,0.0,0.1369103,0,0.14137124,0.15424466,0.91653895,False,1188
LAMP3,0.0,0.0008923029,0,0.0008915413,0.00092441816,0.9644351,False,8
MCF2L2,0.0,0.0068668528,0,0.006975153,0.0073456075,0.94956785,False,34
B3GNT5,0.0,0.11149907,0,0.11676243,0.12478098,0.935739,False,1129
KLHL24,0.0,0.19417287,0,0.22305198,0.22368735,0.99715954,False,1812
YEATS2,0.0,0.13074178,0,0.13592242,0.14704923,0.92433274,False,1247
YEATS2-AS1,0.0,0.00077591557,0,0.0007753436,0.0008024266,0.9662487,False,6
PARL,0.0,0.6636794,0,0.81448835,0.9088841,0.896141,False,4554
ABCC5,0.0,0.12628026,0,0.13338342,0.14187305,0.94016045,False,1092
AC131235.4,0.0,0.0067892615,0,0.0068210233,0.0072620143,0.9392743,False,70
AC131235.3,0.0,0.0050046556,0,0.0051349914,0.0053335265,0.962776,False,41
EIF2B5,0.0,0.20080695,0,0.21185735,0.23199959,0.9131799,False,1724
DVL3,0.0,0.29356766,0,0.31641412,0.35250378,0.89761907,False,2713
AP2M1,0.0,1.8043917,0,2.8852665,3.4680543,0.8319554,False,8307
ABCF3,0.0,0.052529484,0,0.05403977,0.05787438,0.9337425,False,486
VWA5B2,0.0,0.0020949722,0,0.0024010425,0.0022003395,1.0912145,False,27
ALG3,0.0,0.3346136,0,0.3669043,0.40803176,0.8992052,False,2763
EEF1AKMT4,0.0,0.07569057,0,0.08098265,0.08389463,0.96529,False,634
CAMK2N2,0.0,0.010319677,0,0.011144713,0.011097112,1.0042895,False,84
PSMD2,0.0,0.5870189,0,0.7593721,0.78243774,0.9705208,False,4317
EIF4G1,0.0,0.37011173,0,0.44202265,0.4574412,0.9662939,False,2940
FAM131A,0.0,0.19362973,0,0.20696776,0.22300775,0.9280743,False,1678
CLCN2,0.0,0.0321617,0,0.033223588,0.035421178,0.9379583,False,249
POLR2H,0.0,0.8943591,0,1.2417978,1.3241358,0.9378176,False,5775
THPO,0.0,0.0044615148,0,0.0045193764,0.0047465595,0.9521373,False,46
CHRD,0.0,0.018660769,0,0.01939958,0.020333882,0.9540519,False,195
EPHB3,0.0,0.096368715,0,0.104776725,0.10746379,0.9749956,False,802
MAGEF1,0.0,0.9081316,0,1.1246734,1.3507192,0.8326478,False,6121
AC107294.2,0.0,0.01167753,0,0.012162369,0.012584107,0.96648645,False,97
AC107294.3,0.0,0.0031036623,0,0.0031717443,0.0032818953,0.96643674,False,30
AC107294.1,0.0,0.0063625076,0,0.0064774607,0.006802111,0.9522722,False,53
VPS8,0.0,0.12360335,0,0.12734044,0.1387704,0.917634,False,1160
C3orf70,0.0,0.030299503,0,0.032796744,0.03334396,0.98358876,False,282
EHHADH,0.0,0.011561142,0,0.011738304,0.01245645,0.94234747,False,124
MAP3K13,0.0,1.3247206,0,1.8414001,2.239755,0.8221436,False,7401
TMEM41A,0.0,0.17807263,0,0.18664002,0.20360789,0.916664,False,1639
SENP2,0.0,0.21741155,0,0.22904465,0.25315344,0.9047661,False,2007
IGF2BP2,0.0,1.3170003,0,1.8958212,2.2217882,0.8532862,False,7214
IGF2BP2-AS1,0.0,0.00038795779,0,0.00038782234,0.00039803228,0.9743489,False,3
TRA2B,0.0,1.396648,0,2.1350405,2.409867,0.88595784,False,7554
ETV5,0.0,0.27513966,0,0.35967836,0.3280054,1.0965623,False,2590
DGKG,1.0,0.0031424582,1,0.004529407,0.0033236628,1.3627757,True,23
CRYGS,0.0,0.005819367,0,0.0057857265,0.0062154396,0.93086356,False,60
TBCCD1,0.0,0.077630356,0,0.0795989,0.086111486,0.9243703,False,689
DNAJB11,0.0,0.30858162,0,0.3644439,0.37266558,0.9779382,False,2786
AHSG,0.0,0.0043063313,0,0.0044431426,0.0045789992,0.9703305,False,48
AC112907.3,0.0,0.0036468033,0,0.0036336451,0.0038673875,0.93956065,False,36
EIF4A2,0.0,4.148937,0,14.068409,12.536741,1.1221743,False,10419
RFC4,0.0,0.42252484,0,0.5861215,0.53234506,1.1010181,False,3148
LINC02043,0.0,0.0051598386,0,0.0052110082,0.0055013774,0.94721884,False,45
ST6GAL1,0.0,0.10420546,0,0.11569754,0.11644751,0.9935596,False,836
RPL39L,0.0,0.80687463,1,1.6555818,1.1601541,1.4270362,False,4305
RTP1,1.0,0.00349162,1,0.0042555095,0.0036999872,1.1501417,True,22
MASP1,0.0,0.044072006,0,0.052140996,0.048593454,1.0730045,False,345
AC007920.2,0.0,0.002638113,0,0.0026312554,0.0027818924,0.9458509,False,43
BCL6,0.0,0.014044072,0,0.014778508,0.0151957255,0.9725438,False,130
LPP-AS2,0.0,0.009117008,0,0.009267023,0.009784219,0.94713974,False,97
LPP,0.0,0.30365455,0,0.37999207,0.3660345,1.0381318,False,2652
TPRG1,0.0,0.0019397889,0,0.0019361012,0.0020347252,0.9515297,False,19
P3H2,0.0,0.025023278,0,0.027734626,0.02745856,1.010054,False,181
P3H2-AS1,0.0,0.0013190565,0,0.0013173677,0.0013749569,0.95811564,False,4
CLDN1,0.0,0.0037243948,0,0.0038658567,0.0039510992,0.9784256,False,39
IL1RAP,0.0,0.010009311,0,0.010530266,0.010757935,0.9788371,False,88
CCDC50,0.0,0.54628336,0,0.6643951,0.71811724,0.9251903,False,4034
FGF12,1.0,0.1517303,1,0.2274911,0.17174481,1.3245878,True,1138
MB21D2,0.0,0.050124146,0,0.052424427,0.055234887,0.9491181,False,434
HRASLS,0.0,0.0983473,0,0.107766815,0.109727755,0.982129,False,1197
ATP13A4,0.0,0.0015518311,0,0.001549483,0.0016218285,0.9553927,False,14
OPA1,0.0,0.19684978,0,0.21226709,0.22703658,0.93494666,False,1975
HES1,1.0,2.2868948,1,8.308571,4.923017,1.687699,True,9296
LINC02036,0.0,0.017341712,0,0.018283153,0.018867413,0.96903336,False,271
LINC00887,0.0,0.0058581624,0,0.005901665,0.0062574297,0.9431452,False,76
ATP13A3,0.0,0.1608085,0,0.17142381,0.18254176,0.9390937,False,1428
LINC00884,0.0,0.003685599,0,0.0036721579,0.003909243,0.9393527,False,24
TMEM44-AS1,0.0,0.036274053,0,0.03744263,0.039987545,0.93635726,False,359
TMEM44,0.0,0.091131285,0,0.09423599,0.101495266,0.9284767,False,898
AC046143.1,0.0,0.040464,0,0.041854355,0.044599902,0.93844056,False,457
LSG1,0.0,0.0762725,0,0.07914833,0.084559456,0.9360081,False,720
FAM43A,0.0,0.03879578,0,0.04574992,0.0427634,1.0698382,False,493
XXYLT1,0.0,0.4126707,0,0.45964777,0.5180728,0.8872263,False,3629
ACAP2,0.0,0.21981688,0,0.24157198,0.256247,0.94273084,False,1867
PPP1R2,0.0,0.39963531,0,0.43656087,0.49933687,0.8742813,False,3432
AC233280.1,0.0,0.026187152,0,0.026666291,0.028756969,0.9272984,False,297
MUC20-OT1,0.0,0.5376707,0,0.6120435,0.70478255,0.8684147,False,4347
MUC20,0.0,0.017846059,0,0.01776104,0.019427316,0.9142303,False,199
TNK2,0.0,0.06634078,0,0.06814965,0.07329735,0.92976964,False,672
TFRC,0.0,0.12647425,0,0.1404343,0.14209789,0.98829263,False,1079
ZDHHC19,0.0,0.0060521415,0,0.0063261245,0.006467155,0.9781928,False,49
SLC51A,0.0,0.00096989446,0,0.0009689914,0.001006026,0.9631871,False,13
PCYT1A,0.0,0.06738827,0,0.07014342,0.07447503,0.9418381,False,636
TCTEX1D2,0.0,1.0751474,0,1.5773207,1.6875192,0.9346979,False,6759
TM4SF19-TCTEX1D2,0.0,0.0012026691,0,0.0012012693,0.0012518085,0.95962703,False,13
TM4SF19-AS1,0.0,0.0030260708,0,0.0030170307,0.0031983987,0.9432941,False,19
UBXN7,0.0,0.3114137,0,0.35403615,0.37648478,0.9403731,False,2711
RNF168,0.0,0.3619258,0,0.45170102,0.44594043,1.0129179,False,2755
AC117490.2,0.0,0.0064400993,0,0.0064764675,0.0068857674,0.94055855,False,88
WDR53,0.0,0.04356766,0,0.043378215,0.048034817,0.90305775,False,422
FBXO45,0.0,0.08833799,0,0.09411656,0.09831955,0.9572517,False,866
LINC01063,0.0,0.009310987,0,0.009612624,0.00999572,0.9616739,False,103
PIGX,0.0,0.57611734,0,0.6887549,0.76500577,0.90032643,False,4407
CEP19,0.0,0.24014588,0,0.26760414,0.2824547,0.9474233,False,2169
PAK2,0.0,0.8704997,0,1.1470699,1.2785846,0.8971405,False,5588
SENP5,0.0,0.22617939,0,0.24757999,0.26444635,0.9362201,False,1929
NCBP2,0.0,1.2178771,0,1.5489584,1.9961336,0.77597934,False,7007
NCBP2-AS2,0.0,0.85917133,0,1.0544633,1.2571772,0.8387547,False,5542
PIGZ,0.0,0.009000621,0,0.009463117,0.009657363,0.97988623,False,69
MELTF,0.0,0.009543762,0,0.009530639,0.01024965,0.9298502,False,106
MELTF-AS1,0.0,0.16162321,0,0.18113202,0.18351838,0.9869966,False,1746
DLG1,0.0,0.2801831,0,0.3166835,0.33466768,0.9462626,False,2532
DLG1-AS1,0.0,0.00065952825,0,0.0006591188,0.00068080606,0.96814483,False,8
LINC02012,0.0,0.0008923029,0,0.0008915413,0.00092441816,0.9644351,False,8
BDH1,0.0,0.029717566,0,0.030775417,0.03269487,0.9412919,False,360
AC024560.3,0.0,0.0071772193,0,0.0073587666,0.0076800603,0.9581652,False,75
AC024560.1,0.0,0.00027157046,0,0.00027150725,0.00027740744,0.9787309,False,3
RUBCN,0.0,0.067698635,0,0.069170356,0.07482404,0.9244402,False,576
FYTTD1,0.0,0.41492087,0,0.46290675,0.52132326,0.88794565,False,3334
AC055764.2,0.0,0.0015518311,0,0.001549483,0.0016218285,0.9553927,False,16
LRCH3,0.0,0.29740843,0,0.32939154,0.35764956,0.9209896,False,2759
IQCG,0.0,0.1323712,0,0.14550337,0.14894411,0.9768991,False,1473
RPL35A,0.0,44.76455,0,883.55963,1118.6211,0.78986496,False,11565
LMLN,0.0,0.046360955,0,0.048170656,0.051114306,0.94241047,False,520
ZNF595,0.0,0.058504034,0,0.060437474,0.06451068,0.93686,False,587
ZNF718,0.0,0.025954377,0,0.027066402,0.028497301,0.94978833,False,258
ZNF732,0.0,0.002444134,0,0.0025158494,0.002573996,0.97741,False,23
ZNF141,0.0,0.061724085,0,0.06435682,0.06811425,0.9448363,False,571
AC092574.1,0.0,0.0032200497,0,0.0033649947,0.0034072313,0.98760384,False,40
ZNF721,0.0,0.24460739,0,0.26532495,0.2882136,0.9205844,False,2152
PIGG,0.0,0.055439167,0,0.057333753,0.061094075,0.9384503,False,523
PDE6B,0.0,0.051908754,0,0.053328656,0.057191834,0.93245226,False,654
AC107464.1,0.0,0.0048106764,0,0.0050205034,0.0051238043,0.979839,False,69
AC107464.3,0.0,0.03887337,0,0.04007949,0.04284876,0.9353711,False,480
ATP5ME,0.0,3.3834574,0,6.8949723,9.024241,0.76405,False,10265
MYL5,0.0,0.0551288,0,0.057911232,0.060748976,0.95328736,False,605
PCGF3,0.0,0.284761,0,0.3192184,0.3407427,0.93683124,False,2279
AC139887.4,0.0,0.0051598386,0,0.0051334137,0.0055013774,0.93311423,False,66
AC139887.2,0.0,0.044265985,0,0.046808634,0.048807953,0.959037,False,489
CPLX1,1.0,0.044964306,1,0.062342826,0.049578644,1.2574532,True,124
GAK,0.0,0.09780416,0,0.10189857,0.109105624,0.9339443,False,940
TMEM175,0.0,0.07305245,0,0.076253824,0.080885455,0.94273835,False,705
DGKQ,0.0,0.027351024,0,0.027457519,0.03005524,0.91356844,False,263
SLC26A1,0.0,0.007875543,0,0.008124201,0.008434171,0.96324825,False,88
IDUA,0.0,0.014587213,0,0.014918146,0.01579982,0.9441972,False,175
FGFRL1,0.0,0.12655184,0,0.13661253,0.14218782,0.9607892,False,1302
RNF212,0.0,0.013772502,0,0.015833588,0.014894144,1.0630748,False,151
SPON2,1.0,0.02261794,1,0.028159602,0.024767788,1.1369445,True,146
AC092535.4,0.0,0.0021725637,0,0.0022455223,0.002283274,0.98346597,False,24
CTBP1-AS,0.0,0.00096989446,0,0.0009689914,0.001006026,0.9631871,False,8
CTBP1,0.0,0.65091556,0,0.85404223,0.8874516,0.9623536,False,4653
CTBP1-DT,0.0,0.10990844,0,0.11637747,0.12296186,0.94645184,False,1059
MAEA,0.0,0.26125076,0,0.2800674,0.30980435,0.9040138,False,2386
UVSSA,0.0,0.059939478,0,0.061858136,0.06611558,0.93560606,False,552
AC147067.1,0.0,0.0057417755,0,0.005864218,0.0061314083,0.9564226,False,37
FAM53A,0.0,0.010048106,0,0.010257906,0.010800318,0.9497782,False,86
SLBP,0.0,0.5011251,0,0.6933838,0.6490355,1.0683296,False,3698
AC016773.1,0.0,0.028786467,0,0.029510783,0.031656336,0.93222356,False,259
TMEM129,0.0,0.33213067,0,0.37787116,0.40463004,0.9338683,False,2722
TACC3,0.0,0.2673805,1,0.51325756,0.31781286,1.614968,False,1908
FGFR3,0.0,0.08798882,0,0.1060889,0.09792265,1.0833948,False,518
LETM1,0.0,0.22261018,0,0.2671062,0.25984448,1.0279465,False,1799
NSD2,0.0,0.69471604,0,0.9721327,0.96163565,1.0109159,False,4814
NELFA,0.0,0.277739,0,0.30303267,0.33143517,0.91430444,False,2365
C4orf48,0.0,4.4087133,0,11.297738,13.85016,0.81571174,False,10769
NAT8L,0.0,0.13403942,0,0.14936543,0.15088795,0.9899096,False,1398
POLN,0.0,0.008224705,0,0.008467754,0.008812712,0.9608568,False,84
HAUS3,0.0,0.06184047,0,0.06523477,0.06824471,0.95589495,False,594
MXD4,0.0,0.5009311,0,0.6438013,0.64874274,0.992383,False,3926
ZFYVE28,0.0,0.005121043,0,0.00517261,0.0054594087,0.9474671,False,52
RNF4,0.0,0.35214928,0,0.41670382,0.43226638,0.9639977,False,2781
FAM193A,0.0,0.12651303,0,0.13340217,0.14214285,0.93850774,False,1194
TNIP2,0.0,0.20484172,0,0.22729139,0.23709653,0.958645,False,1553
SH3BP2,0.0,0.06482775,0,0.066679835,0.07159714,0.93131995,False,686
ADD1,0.0,0.40487275,0,0.46295822,0.5068457,0.91341054,False,3396
MFSD10,0.0,0.43055555,0,0.47734994,0.54405,0.8774009,False,3556
NOP14-AS1,0.0,0.075418994,0,0.076561995,0.08358447,0.91598344,False,777
NOP14,0.0,0.097842954,0,0.10860291,0.109150045,0.99498737,False,841
GRK4,0.0,0.13916045,0,0.14455214,0.1568881,0.921371,False,1372
HTT,0.0,0.1876164,0,0.19835837,0.21548809,0.9205074,False,1653
MSANTD1,0.0,0.00174581,0,0.0017428298,0.0018281344,0.9533379,False,17
RGS12,0.0,0.33872595,0,0.3975008,0.4136812,0.96088684,False,2915
HGFAC,0.0,0.0018621974,0,0.0018588017,0.0019520618,0.95222485,False,22
LRPAP1,0.0,0.5102421,0,0.63182527,0.66282886,0.9532254,False,3986
AC141928.1,0.0,0.0022501552,0,0.0023227737,0.0023662758,0.98161584,False,22
ADRA2C,0.0,0.006634078,0,0.0068231067,0.007094821,0.9617024,False,49
TMEM128,0.0,0.3915658,0,0.42843556,0.48781535,0.878274,False,3314
LYAR,1.0,0.41018778,1,0.58467835,0.51449174,1.1364194,True,2819
ZBTB49,0.0,0.020561762,0,0.02068292,0.022460692,0.9208496,False,185
NSG1,1.0,0.45433736,1,1.3516297,0.5791116,2.333971,True,2828
STX18,0.0,0.18346524,0,0.19543716,0.21030886,0.92928636,False,1854
STX18-AS1,0.0,0.01268622,0,0.01260336,0.013692431,0.92046183,False,158
MSX1,1.0,0.11336127,1,0.223269,0.12691516,1.7591989,True,1148
CYTL1,1.0,0.0137337055,1,0.017968507,0.0148510905,1.2099116,True,195
STK32B,0.0,0.027428616,0,0.031488184,0.030141788,1.0446688,False,250
EVC2,0.0,0.004577902,0,0.004789905,0.004872272,0.9830949,False,61
EVC,0.0,0.0016682185,0,0.0016655001,0.0017455673,0.9541311,False,15
CRMP1,1.0,0.9417287,1,1.78997,1.4163675,1.2637751,True,5554
JAKMIP1,0.0,0.008767846,0,0.009312064,0.009403756,0.9902495,False,26
WFS1,0.0,0.08216946,0,0.085352674,0.09129844,0.9348755,False,786
PPP2R2C,0.0,0.0029096834,0,0.0029789242,0.0030732641,0.9693031,False,12
MAN2B2,0.0,0.034722224,0,0.035069782,0.038272448,0.91631925,False,350
MRFAP1,0.0,2.4339695,0,3.8551161,5.4092374,0.7126912,False,9740
LINC02482,0.0,0.10889975,0,0.11853806,0.12180945,0.97314334,False,1087
AC093323.1,0.0,0.21360956,0,0.22789004,0.24827445,0.9178957,False,1921
MRFAP1L1,0.0,0.42865455,0,0.469478,0.5412731,0.8673588,False,3519
BLOC1S4,0.0,0.5156735,0,0.57814425,0.67107964,0.8615136,False,3916
KIAA0232,0.0,0.28095904,0,0.32012782,0.33569542,0.9536258,False,2434
TBC1D14,0.0,0.19374612,0,0.20734945,0.22315338,0.929179,False,1698
CCDC96,0.0,0.019747052,0,0.019901019,0.021547763,0.9235771,False,238
TADA2B,0.0,0.047292054,0,0.048238643,0.052135076,0.9252627,False,482
GRPEL1,0.0,0.19541433,0,0.21178266,0.2252407,0.94025034,False,1706
LINC02447,0.0,0.006323712,0,0.0066719395,0.0067602727,0.98693347,False,66
SORCS2,0.0,0.07662167,0,0.084487766,0.084958464,0.9944597,False,1200
AFAP1,0.0,0.07266449,0,0.08546651,0.08044382,1.0624373,False,584
ABLIM2,0.0,0.03786468,0,0.039225765,0.04173915,0.9397835,False,468
HTRA3,0.0,0.007409994,0,0.00751056,0.007931103,0.94697547,False,90
AC104825.1,0.0,0.01644941,0,0.016877806,0.017874671,0.9442303,False,176
ACOX3,0.0,0.05090006,0,0.051414903,0.056084942,0.9167327,False,522
TRMT44,0.0,0.026187152,0,0.026278319,0.028756969,0.913807,False,252
AC105345.1,0.0,0.0011638734,0,0.0012401585,0.0012107803,1.0242637,False,14
HMX1,0.0,0.0044615148,0,0.00475216,0.0047465595,1.0011799,False,45
WDR1,0.0,0.42877096,0,0.5640048,0.541443,1.0416697,False,2945
ZNF518B,0.0,0.15685134,0,0.16926673,0.17781879,0.9519058,False,1485
HS3ST1,1.0,0.014199255,1,0.017489934,0.015368211,1.1380593,True,65
AC007370.2,0.0,0.005586592,0,0.0055555976,0.0059633087,0.9316301,False,55
AC007370.1,0.0,0.0029484793,0,0.0029398997,0.0031149597,0.9438003,False,28
RAB28,0.0,0.5586592,0,0.6585958,0.7374304,0.8930956,False,4124
NKX3-2,0.0,0.013035382,0,0.0147282295,0.014077743,1.0462068,False,129
LINC01096,0.0,0.0068668528,0,0.0072079366,0.0073456075,0.9812581,False,78
BOD1L1,0.0,0.18497828,0,0.20081566,0.21219496,0.94637334,False,1680
LINC00504,0.0,0.0022113593,0,0.0024393387,0.0023247672,1.0492829,False,27
CPEB2,0.0,0.01986344,0,0.02241823,0.021678077,1.034143,False,121
AC098829.1,0.0,0.002288951,0,0.0022838002,0.0024077978,0.94850165,False,22
CC2D2A,0.0,0.2003026,0,0.22109942,0.231365,0.9556304,False,1844
FBXL5,0.0,0.21485102,0,0.23116024,0.2498659,0.92513716,False,1926
FAM200B,0.0,1.0013967,0,1.317709,1.5355673,0.85812527,False,6288
BST1,0.0,0.021027312,0,0.021594692,0.022982925,0.9395972,False,217
PROM1,0.0,0.13497052,0,0.15338264,0.15197487,1.0092632,False,1611
TAPT1,0.0,0.047098074,0,0.047907777,0.051922556,0.9226775,False,528
TAPT1-AS1,0.0,0.0037243948,0,0.0037882621,0.0039510992,0.95878685,False,28
LDB2,1.0,0.6651924,1,1.0900722,0.91143477,1.1959958,True,6013
QDPR,0.0,0.5465161,0,0.6913764,0.7184788,0.9622781,False,3793
LAP3,0.0,0.17333955,0,0.1920279,0.19776325,0.9709989,False,1403
AC006160.1,0.0,0.0019009932,0,0.001897453,0.001993385,0.95187485,False,16
MED28,0.0,1.5972998,0,2.2014344,2.9105637,0.7563601,False,8209
FAM184B,0.0,0.0057029794,0,0.0058258646,0.006089377,0.95672584,False,52
DCAF16,0.0,0.22959343,0,0.25595602,0.26885048,0.9520386,False,1966
NCAPG,0.0,0.1626319,1,0.2384577,0.18472984,1.2908455,False,1229
LCORL,0.0,0.33116078,0,0.3988055,0.40330306,0.98884815,False,2769
SLIT2,1.0,1.462019,1,5.629285,2.5687523,2.191447,True,7804
PACRGL,0.0,0.1617008,0,0.16745028,0.18361148,0.9119816,False,1554
KCNIP4,1.0,0.026497517,1,0.038987476,0.029103186,1.3396292,True,292
AC097505.1,0.0,0.00174581,0,0.0017428298,0.0018281344,0.9533379,False,21
ADGRA3,0.0,0.18338765,0,0.19748309,0.2102122,0.93944633,False,1712
PPARGC1A,0.0,0.0053538177,0,0.005402955,0.005711284,0.9460141,False,48
DHX15,0.0,0.5330928,0,0.64728504,0.697728,0.92770404,False,4245
SOD3,0.0,0.0202126,0,0.02337417,0.022069247,1.0591286,False,175
CCDC149,0.0,0.035342954,0,0.036267802,0.03895953,0.93090963,False,401
LGI2,0.0,0.012880199,0,0.0140339,0.013906365,1.009171,False,56
SEPSECS,0.0,0.029368404,0,0.029826116,0.03230542,0.92325425,False,259
SEPSECS-AS1,0.0,0.043024518,0,0.044356383,0.04743167,0.93516386,False,405
AC104662.1,0.0,0.0005043451,0,0.0005041103,0.0005189628,0.9713805,False,4
PI4K2B,0.0,0.036623217,0,0.03691281,0.040372428,0.9143075,False,360
ZCCHC4,0.0,0.036157668,0,0.036248345,0.039859183,0.90941006,False,371
ANAPC4,0.0,0.057572935,0,0.058993667,0.06347116,0.92945623,False,553
SEL1L3,0.0,0.018544381,0,0.019365113,0.020204138,0.95847255,False,126
SMIM20,0.0,1.1506441,0,1.6221163,1.8483671,0.87759423,False,6615
RBPJ,0.0,1.0459342,0,1.4565127,1.6267186,0.8953685,False,6656
TBC1D19,0.0,0.09504966,0,0.09750255,0.105957784,0.9202019,False,994
STIM2,0.0,0.14036313,0,0.1505399,0.15830624,0.95094115,False,1266
AC106047.1,0.0,0.00248293,0,0.002476861,0.0026155661,0.94696933,False,26
PCDH7,1.0,0.09279951,1,0.118177444,0.10339352,1.142987,True,1184
ARAP2,0.0,0.009543762,0,0.009763423,0.01024965,0.9525616,False,72
C4orf19,0.0,0.0020173804,0,0.0020133888,0.0021174853,0.9508396,False,19
RELL1,0.0,0.007409994,0,0.00751056,0.007931103,0.94697547,False,45
PGM2,0.0,0.06277157,0,0.0671362,0.069288865,0.9689321,False,513
TBC1D1,0.0,0.21485102,0,0.25544733,0.2498659,1.0223377,False,1726
PTTG2,0.0,0.000698324,0,0.00069786346,0.00072131766,0.96748424,False,9
KLF3,0.0,0.50787556,0,0.7108594,0.65924186,1.0782983,False,3383
FAM114A1,0.0,0.043800436,0,0.046849634,0.048292827,0.9701158,False,394
KLHL5,0.0,0.2777002,0,0.32357797,0.33138394,0.97644436,False,2270
WDR19,0.0,0.07976412,0,0.08349195,0.08855097,0.9428688,False,865
RFC1,0.0,0.6286856,0,0.89362365,0.8504795,1.0507293,False,4280
RPL9,1.0,50.39983,1,1668.8911,1443.6531,1.1560194,True,11561
LIAS,0.0,0.19099163,0,0.20386997,0.21970737,0.92791593,False,1732
UGDH,0.0,0.73300743,0,1.0699731,1.0279931,1.0408368,False,5138
UGDH-AS1,0.0,0.01893234,0,0.019428167,0.020636883,0.94142944,False,191
SMIM14,0.0,0.7417753,0,0.97323984,1.0433904,0.9327667,False,5497
AC108471.2,0.0,0.016953755,0,0.017210133,0.018436084,0.93350273,False,174
UBE2K,0.0,0.5887259,0,0.74487233,0.78518295,0.94866085,False,4046
PDS5A,0.0,0.3757759,0,0.44028068,0.4654264,0.9459728,False,3174
