"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"SEC11C",2.06347020902295e-25,0.588903394818795,0.562,0.515,4.56645957256778e-21,"11-N_DA","SEC11C"
"TDG",2.26666033520599e-25,0.621486387747458,0.495,0.413,5.01611932181085e-21,"11-N_DA","TDG"
"ATP6V1H",2.6792348801817e-25,0.643728096794713,0.394,0.281,5.9291467898421e-21,"11-N_DA","ATP6V1H"
"BMPR2",2.80785137638884e-25,0.642996132360201,0.264,0.147,6.2137750959485e-21,"11-N_DA","BMPR2"
"SNAPC3",2.91660755641774e-25,0.665026606891311,0.419,0.316,6.45445252235245e-21,"11-N_DA","SNAPC3"
"AP2M1",7.15243821361053e-25,0.393955379679646,0.737,0.766,1.58283457667201e-20,"11-N_DA","AP2M1"
"RNF24",7.23642074998859e-25,0.619056687385813,0.509,0.431,1.60141991197247e-20,"11-N_DA","RNF24"
"KIF1B",1.08149269627778e-24,0.566507077149335,0.521,0.457,2.39334333686273e-20,"11-N_DA","KIF1B"
"EXOC7",1.08442234583819e-24,0.623942497875309,0.513,0.439,2.39982665133991e-20,"11-N_DA","EXOC7"
"YIPF3",1.1330234236863e-24,0.53783743579765,0.569,0.537,2.50738083661779e-20,"11-N_DA","YIPF3"
"TAF7",1.2815546330487e-24,0.484544707360194,0.653,0.652,2.83608040293677e-20,"11-N_DA","TAF7"
"CLIP3",1.29568473523889e-24,0.637064910847232,0.408,0.299,2.86735031908366e-20,"11-N_DA","CLIP3"
"NLRP1",1.55440754511433e-24,0.454032011600924,0.653,0.642,3.43990389733802e-20,"11-N_DA","NLRP1"
"TCEAL3",1.63009727601386e-24,0.603577384097517,0.518,0.457,3.60740527181866e-20,"11-N_DA","TCEAL3"
"DST",1.82664782202978e-24,0.602109193296208,0.498,0.414,4.0423716301519e-20,"11-N_DA","DST"
"DNAJB9",2.19146723626214e-24,0.67719234732138,0.398,0.288,4.84971699384812e-20,"11-N_DA","DNAJB9"
"INSIG1",3.46788036591535e-24,0.697627747160274,0.487,0.403,7.67441924977066e-20,"11-N_DA","INSIG1"
"CCSER2",4.36466555126204e-24,0.710979310834613,0.352,0.24,9.65900486494289e-20,"11-N_DA","CCSER2"
"ATP5MD",4.74775520348609e-24,0.321478243176413,0.813,0.869,1.05067822653147e-19,"11-N_DA","ATP5MD"
"RGS21",5.98990245066945e-24,0.666407392757861,0.401,0.272,1.32556541233315e-19,"11-N_DA","RGS2"
"KANSL1",6.04443487159248e-24,0.508852603581117,0.594,0.574,1.33763343708342e-19,"11-N_DA","KANSL1"
"FAM110B",6.72465884163684e-24,0.707617633471131,0.269,0.156,1.48816700165423e-19,"11-N_DA","FAM110B"
"NDFIP1",7.07990946035718e-24,0.624420164129866,0.523,0.465,1.56678396357704e-19,"11-N_DA","NDFIP1"
"WBP2",9.29768247986123e-24,0.646372455392381,0.43,0.333,2.05757713279329e-19,"11-N_DA","WBP2"
"ZNF738",1.22649495021018e-23,0.513670893541025,0.598,0.573,2.71423332481512e-19,"11-N_DA","ZNF738"
"HSP90AA1",1.29934064778379e-23,0.252687871920925,0.917,0.939,2.87544085354552e-19,"11-N_DA","HSP90AA1"
"CSDE1",1.35082607743032e-23,0.273102203677839,0.854,0.894,2.98937810935329e-19,"11-N_DA","CSDE1"
"ALCAM1",1.84433766122129e-23,0.514035575216742,0.415,0.284,4.08151924428271e-19,"11-N_DA","ALCAM"
"SBK1",2.36743715938871e-23,0.647713200082583,0.386,0.283,5.23913843372721e-19,"11-N_DA","SBK1"
"ARPC2",2.67830448366953e-23,0.316680940689922,0.804,0.855,5.92708782236066e-19,"11-N_DA","ARPC2"
"GRAMD1A",3.26292811964854e-23,0.634077173942449,0.438,0.348,7.22085992878223e-19,"11-N_DA","GRAMD1A"
"PHF14",4.66788062904527e-23,0.429054154405907,0.702,0.736,1.03300198320772e-18,"11-N_DA","PHF14"
"SRSF51",7.38141475728633e-23,0.347587093792838,0.788,0.815,1.63350708578746e-18,"11-N_DA","SRSF5"
"RRAGA",1.13814707263326e-22,0.627858711076097,0.398,0.297,2.5187194717374e-18,"11-N_DA","RRAGA"
"IP6K2",1.37650276456389e-22,0.537365190737806,0.592,0.578,3.0462006179799e-18,"11-N_DA","IP6K2"
"VDAC2",1.40644838362599e-22,0.305601474860364,0.799,0.864,3.11247027296431e-18,"11-N_DA","VDAC2"
"CCDC88A",1.41232180067264e-22,0.559783701112704,0.536,0.495,3.12546814488856e-18,"11-N_DA","CCDC88A"
"DNAJB2",2.46820469203535e-22,0.662063017763559,0.416,0.32,5.46213698347423e-18,"11-N_DA","DNAJB2"
"CELF22",2.83710228587862e-22,0.623801928285464,0.472,0.384,6.27850735864938e-18,"11-N_DA","CELF2"
"FAM110A",3.86139125450229e-22,0.60393377873453,0.269,0.159,8.54525884621356e-18,"11-N_DA","FAM110A"
"NAV1",3.87944798886491e-22,0.684744515229134,0.267,0.159,8.58521839935805e-18,"11-N_DA","NAV1"
"CHMP1B",4.38636743920246e-22,0.636749433282269,0.461,0.383,9.70703114295504e-18,"11-N_DA","CHMP1B"
"CMIP",7.23752232839603e-22,0.655738979361809,0.302,0.196,1.60166369127404e-17,"11-N_DA","CMIP"
"ATP6V0A1",9.74906659913953e-22,0.655971600567906,0.312,0.205,2.15746843838958e-17,"11-N_DA","ATP6V0A1"
"PRDX5",1.11453714368609e-21,0.255125412051187,0.897,0.94,2.46647069897731e-17,"11-N_DA","PRDX5"
"FOXO3",1.3764052305395e-21,0.674105424862517,0.304,0.197,3.04598477518392e-17,"11-N_DA","FOXO3"
"OTUD6B-AS1",2.20059898281408e-21,0.572634663954922,0.538,0.506,4.86992554896756e-17,"11-N_DA","OTUD6B-AS1"
"ZFP90",2.61119766977155e-21,0.658168649916423,0.335,0.23,5.77858044320444e-17,"11-N_DA","ZFP90"
"ZNF493",3.16729426771959e-21,0.657892683581218,0.302,0.195,7.00922221446345e-17,"11-N_DA","ZNF493"
"IFRD1",3.21579887789296e-21,0.608659386383133,0.503,0.444,7.11656291677712e-17,"11-N_DA","IFRD1"
"C6orf62",3.94003123843541e-21,0.502596410235828,0.542,0.493,8.71928913065757e-17,"11-N_DA","C6orf62"
"DNAJA1",3.98421100682678e-21,0.486779975345411,0.61,0.607,8.81705895810766e-17,"11-N_DA","DNAJA1"
"CLTB",4.4869901244911e-21,0.611363723157591,0.486,0.426,9.92970914549881e-17,"11-N_DA","CLTB"
"VBP1",4.88576968486584e-21,0.452888548482235,0.622,0.625,1.08122083126081e-16,"11-N_DA","VBP1"
"YPEL5",4.94385242545341e-21,0.553411396559947,0.488,0.418,1.09407454175284e-16,"11-N_DA","YPEL5"
"SRGAP3",5.53226432968618e-21,0.567530455556671,0.531,0.487,1.22429009615955e-16,"11-N_DA","SRGAP3"
"CHD9",7.02850370201931e-21,0.54724656449214,0.576,0.558,1.55540786925687e-16,"11-N_DA","CHD9"
"AC021504.11",7.82089770081769e-21,0.697011330300498,0.315,0.208,1.73076466119095e-16,"11-N_DA","AC021504.1"
"IDS",1.02037599142813e-20,0.585570957585639,0.416,0.329,2.25809206903045e-16,"11-N_DA","IDS"
"TLE12",1.43241514482737e-20,0.637930560325648,0.334,0.228,3.16993471550298e-16,"11-N_DA","TLE1"
"DLL3",1.5891954322962e-20,0.659185700281103,0.295,0.189,3.51688949167149e-16,"11-N_DA","DLL3"
"FXYD6",2.32256853030057e-20,0.468328512683032,0.714,0.782,5.13984415755516e-16,"11-N_DA","FXYD6"
"SMIM29",2.59902018446336e-20,0.696547978531087,0.334,0.235,5.75163166821741e-16,"11-N_DA","SMIM29"
"VAPA",3.99664527165492e-20,0.40816071994681,0.651,0.685,8.84457598617234e-16,"11-N_DA","VAPA"
"ZNF462",4.02048181824557e-20,0.593852401991884,0.583,0.572,8.89732626377744e-16,"11-N_DA","ZNF462"
"STX12",4.76243783312733e-20,0.701090668961802,0.298,0.195,1.05392749247108e-15,"11-N_DA","STX12"
"AMN1",5.29820452112101e-20,0.637642002611164,0.257,0.157,1.17249266052408e-15,"11-N_DA","AMN1"
"ARHGAP21",6.4028287058023e-20,0.609023151518269,0.393,0.297,1.41694599259405e-15,"11-N_DA","ARHGAP21"
"JUND",7.19291993189242e-20,0.654209485103257,0.367,0.271,1.59179318092779e-15,"11-N_DA","JUND"
"GPATCH8",8.15336660989322e-20,0.5576444211279,0.486,0.43,1.80434003076937e-15,"11-N_DA","GPATCH8"
"SESTD1",8.92069965967188e-20,0.622559662669998,0.395,0.306,1.97415083468539e-15,"11-N_DA","SESTD1"
"H2AFY2",8.95906856517069e-20,0.32143209807255,0.77,0.824,1.98264187347227e-15,"11-N_DA","H2AFY2"
"FH",1.49772304556642e-19,0.702727999538497,0.365,0.279,3.31446109983849e-15,"11-N_DA","FH"
"APBB1",1.66353940350868e-19,0.635743054496507,0.316,0.218,3.68141269996472e-15,"11-N_DA","APBB1"
"DHX36",2.03483584565687e-19,0.52877870458525,0.569,0.558,4.50309172643865e-15,"11-N_DA","DHX36"
"ZNF292",2.35443682891219e-19,0.561349719394581,0.523,0.484,5.21036870238269e-15,"11-N_DA","ZNF292"
"MUM1",2.74374260320387e-19,0.632738137849687,0.454,0.393,6.07190238089017e-15,"11-N_DA","MUM1"
"RSF1",3.08659553200001e-19,0.47192705146132,0.603,0.61,6.83063591231603e-15,"11-N_DA","RSF1"
"SIRT2",3.43665132473429e-19,0.613012769959871,0.311,0.21,7.60530938163697e-15,"11-N_DA","SIRT2"
"EPC1",4.63268155238814e-19,0.579283487941899,0.498,0.453,1.0252124275435e-14,"11-N_DA","EPC1"
"SMDT1",5.18261807051713e-19,0.297018647062424,0.767,0.826,1.14691337900544e-14,"11-N_DA","SMDT1"
"PFDN2",5.70783208341136e-19,0.358854185533055,0.699,0.738,1.26314324005893e-14,"11-N_DA","PFDN2"
"PFDN4",6.58753617179061e-19,0.351860143599879,0.7,0.729,1.45782175481726e-14,"11-N_DA","PFDN4"
"NOVA2",6.65405959467686e-19,0.637636877760084,0.345,0.251,1.47254338830199e-14,"11-N_DA","NOVA2"
"CRYZL11",8.06664336893961e-19,0.520924005845889,0.513,0.46,1.78514817754634e-14,"11-N_DA","CRYZL1"
"CSRP2",9.35563244081604e-19,0.528668799192332,0.687,0.728,2.07040145915259e-14,"11-N_DA","CSRP2"
"MAPK8",1.27152410079245e-18,0.647369533568674,0.309,0.213,2.81388283505368e-14,"11-N_DA","MAPK8"
"FBXW7",1.52022595803697e-18,0.733082511298684,0.309,0.212,3.36426004513582e-14,"11-N_DA","FBXW7"
"RBP11",1.66538218971005e-18,0.448608364033834,0.756,0.798,3.68549078582835e-14,"11-N_DA","RBP1"
"ALKBH7",1.75309540985797e-18,0.305378947379801,0.756,0.833,3.87960014201568e-14,"11-N_DA","ALKBH7"
"FAM89B",2.51703048019904e-18,0.51738769128414,0.52,0.487,5.57018845268048e-14,"11-N_DA","FAM89B"
"CARD19",2.53656069483795e-18,0.590552464362227,0.332,0.24,5.61340881767638e-14,"11-N_DA","CARD19"
"LNPK",2.74768498257034e-18,0.69861815002869,0.343,0.253,6.08062686642817e-14,"11-N_DA","LNPK"
"MEX3B",3.09360162733473e-18,0.609611491442577,0.3,0.201,6.84614040129176e-14,"11-N_DA","MEX3B"
"UBXN1",4.52445634184244e-18,0.275375501550808,0.781,0.825,1.00126218844973e-13,"11-N_DA","UBXN1"
"OLFM1",8.64132966644169e-18,0.565100353351339,0.295,0.197,1.91232625518355e-13,"11-N_DA","OLFM1"
"MAGED21",1.61215897557279e-17,0.478479738540287,0.562,0.543,3.56770781294259e-13,"11-N_DA","MAGED2"
"HERPUD1",1.75666418806371e-17,0.69303721653755,0.29,0.195,3.887497848185e-13,"11-N_DA","HERPUD1"
"CCDC82",2.2267071816713e-17,0.63829578907558,0.304,0.211,4.92770299303859e-13,"11-N_DA","CCDC82"
"CCDC90B",2.28066762028143e-17,0.456901960896755,0.613,0.65,5.04711744368281e-13,"11-N_DA","CCDC90B"
"ATXN7L3B",2.5773265266391e-17,0.55238430762619,0.458,0.403,5.70362360345233e-13,"11-N_DA","ATXN7L3B"
"KIF21A2",2.8593192869634e-17,0.401150767273272,0.644,0.654,6.32767358205e-13,"11-N_DA","KIF21A"
"ZMYM21",3.39382748990109e-17,0.502398532181492,0.486,0.44,7.51054023515111e-13,"11-N_DA","ZMYM2"
"SMARCC2",3.5296656203789e-17,0.600797851854855,0.421,0.366,7.81115001789851e-13,"11-N_DA","SMARCC2"
"RAB7A",3.64106308656722e-17,0.475111502008746,0.568,0.568,8.05767261057327e-13,"11-N_DA","RAB7A"
"FJX1",4.04609263355233e-17,0.648943592004501,0.375,0.293,8.95400299805131e-13,"11-N_DA","FJX1"
"DYNC1LI2",4.44483356150987e-17,0.611454305878773,0.415,0.346,9.83641667162135e-13,"11-N_DA","DYNC1LI2"
"ZC3H13",4.68941483277687e-17,0.526753501365856,0.529,0.505,1.03776750249352e-12,"11-N_DA","ZC3H13"
"CAMLG",4.92009728495508e-17,0.371116284855944,0.703,0.752,1.08881752916056e-12,"11-N_DA","CAMLG"
"TBCC",5.03549623751493e-17,0.671090075143807,0.29,0.202,1.11435531736205e-12,"11-N_DA","TBCC"
"RNF146",9.48915901881559e-17,0.610519958171362,0.41,0.346,2.09995089086389e-12,"11-N_DA","RNF146"
"RAB1A",1.13475715168931e-16,0.472791081855262,0.616,0.663,2.51121757668843e-12,"11-N_DA","RAB1A"
"PRH11",1.37750730499646e-16,0.543131477654168,0.439,0.38,3.04842366595717e-12,"11-N_DA","PRH1"
"CDC42",1.78231222299007e-16,0.390018879012686,0.751,0.772,3.94425694947702e-12,"11-N_DA","CDC42"
"MTMR4",1.9283751252882e-16,0.631036229133901,0.332,0.25,4.26749415226278e-12,"11-N_DA","MTMR4"
"COX20",2.25348057455778e-16,0.409543312872985,0.616,0.641,4.98695251149637e-12,"11-N_DA","COX20"
"TP53BP1",2.89793551291788e-16,0.614744440857731,0.372,0.296,6.41313129008726e-12,"11-N_DA","TP53BP1"
"ALKBH5",3.15688240744328e-16,0.523691937487676,0.553,0.55,6.98618076767198e-12,"11-N_DA","ALKBH5"
"TM2D3",3.94527432631488e-16,0.622013315394953,0.383,0.313,8.73089208413482e-12,"11-N_DA","TM2D3"
"RAB14",4.34599458021356e-16,0.579358682880861,0.391,0.321,9.6176860060126e-12,"11-N_DA","RAB14"
"TUT4",4.78185034967158e-16,0.500117553083703,0.51,0.494,1.05822348238232e-11,"11-N_DA","TUT4"
"ANKRD46",5.08878710202281e-16,0.602088196475222,0.331,0.249,1.12614858567765e-11,"11-N_DA","ANKRD46"
"DCTN1",5.35490894270248e-16,0.597998932945317,0.326,0.243,1.18504134902006e-11,"11-N_DA","DCTN1"
"ATP6V0D1",6.6221987912301e-16,0.592967809279557,0.274,0.185,1.46549259249922e-11,"11-N_DA","ATP6V0D1"
"RBPJ",6.97645211869769e-16,0.47174468399538,0.577,0.596,1.5438888538678e-11,"11-N_DA","RBPJ"
"HINT3",7.33936425579197e-16,0.582433490185061,0.304,0.217,1.62420130980676e-11,"11-N_DA","HINT3"
"RAB18",9.16713617561533e-16,0.517581249091765,0.447,0.394,2.02868723566367e-11,"11-N_DA","RAB18"
"C16orf45",1.24892572295534e-15,0.529005747688243,0.462,0.42,2.76387262490016e-11,"11-N_DA","C16orf45"
"CYTH2",1.36056542819443e-15,0.527504411542794,0.473,0.435,3.01093129259427e-11,"11-N_DA","CYTH2"
"RHOB",1.47545622910237e-15,0.600309185183158,0.335,0.25,3.26518463500354e-11,"11-N_DA","RHOB"
"SPSB3",1.47753563337938e-15,0.599777910567675,0.372,0.304,3.26978635666857e-11,"11-N_DA","SPSB3"
"USP11",1.57007024773473e-15,0.459026814913013,0.572,0.579,3.47456545823696e-11,"11-N_DA","USP11"
"HES6",1.62854388121807e-15,0.25513546721761,0.688,0.713,3.6039676091356e-11,"11-N_DA","HES6"
"SLC25A36",2.66383841061271e-15,0.546606985936304,0.445,0.403,5.89507440268592e-11,"11-N_DA","SLC25A36"
"RNF5",3.20397115293195e-15,0.340182246900947,0.699,0.753,7.0903881614384e-11,"11-N_DA","RNF5"
"PRMT2",3.54036085111865e-15,0.505093040063592,0.542,0.545,7.83481856352557e-11,"11-N_DA","PRMT2"
"AK1",3.55150506430909e-15,0.543041408366792,0.282,0.196,7.85948070731602e-11,"11-N_DA","AK1"
"TSG101",3.92567105932395e-15,0.5407690037319,0.458,0.425,8.6875100542839e-11,"11-N_DA","TSG101"
"FAT31",4.32799383995284e-15,0.598482982434117,0.398,0.326,9.57785036781562e-11,"11-N_DA","FAT3"
"GPR162",4.9874883663276e-15,0.622144451576551,0.285,0.204,1.1037311754683e-10,"11-N_DA","GPR162"
"SCD5",5.63873358201349e-15,0.589725858909379,0.36,0.289,1.24785174169959e-10,"11-N_DA","SCD5"
"RBM4B",6.8263290084305e-15,0.540651079191348,0.42,0.365,1.51066660956567e-10,"11-N_DA","RBM4B"
"ACTR1A",7.52447793395962e-15,0.571462682682453,0.438,0.396,1.66516696678526e-10,"11-N_DA","ACTR1A"
"PRPSAP2",9.32087723916615e-15,0.608542870599722,0.352,0.283,2.06271013302747e-10,"11-N_DA","PRPSAP2"
"SSR4",1.17692382243742e-14,0.281136182150011,0.778,0.847,2.604532419054e-10,"11-N_DA","SSR4"
"CDK8",1.18333113665266e-14,0.584980864193145,0.357,0.288,2.61871180541234e-10,"11-N_DA","CDK8"
"SPTBN1",1.33869511002919e-14,0.573562957191792,0.368,0.3,2.96253227849460e-10,"11-N_DA","SPTBN1"
"MAP1A",1.54131074915651e-14,0.574033876619857,0.319,0.238,3.41092068788337e-10,"11-N_DA","MAP1A"
"ARL8A",1.62324665424945e-14,0.543707418334975,0.272,0.19,3.59224484585402e-10,"11-N_DA","ARL8A"
"RSBN1",1.62618615051065e-14,0.543757344783045,0.451,0.411,3.59874995108007e-10,"11-N_DA","RSBN1"
"HCFC1R1",1.84203968569829e-14,0.537441406828122,0.421,0.367,4.07643382445031e-10,"11-N_DA","HCFC1R1"
"SLC22A17",1.92591346780092e-14,0.565092442167969,0.256,0.172,4.26204650424344e-10,"11-N_DA","SLC22A17"
"ZSCAN181",5.12008735068681e-14,0.531350040907123,0.412,0.354,1.13307533070699e-09,"11-N_DA","ZSCAN18"
"COX17",6.91269374032636e-14,0.397729236901159,0.602,0.623,1.52977912473422e-09,"11-N_DA","COX17"
"MAGEF1",6.91796960545367e-14,0.466985900323988,0.543,0.559,1.5309466736869e-09,"11-N_DA","MAGEF1"
"INSR",8.0114756118869e-14,0.585850889943096,0.295,0.214,1.77293955291057e-09,"11-N_DA","INSR"
"TNRC6C",8.46361085771533e-14,0.588241290026201,0.364,0.301,1.8729970828124e-09,"11-N_DA","TNRC6C"
"CASC151",8.8416287574038e-14,0.577047979204925,0.312,0.231,1.95665244401346e-09,"11-N_DA","CASC15"
"TMX4",1.01414857235913e-13,0.5908825464789,0.304,0.23,2.24431079063075e-09,"11-N_DA","TMX4"
"MSMO1",1.03169533839572e-13,0.463566714179213,0.613,0.652,2.28314178386973e-09,"11-N_DA","MSMO1"
"GTF2I",1.11134700025217e-13,0.269129375578415,0.77,0.846,2.45941091155806e-09,"11-N_DA","GTF2I"
"DCTN6",1.12139888856507e-13,0.57014548784749,0.375,0.314,2.48165574039449e-09,"11-N_DA","DCTN6"
"ARMCX1",1.12644157933534e-13,0.567857352304154,0.254,0.174,2.49281521506911e-09,"11-N_DA","ARMCX1"
"SELENOT",1.23484592217201e-13,0.407824457348555,0.564,0.574,2.73271402576667e-09,"11-N_DA","SELENOT"
"NMD3",1.81191265579514e-13,0.667865011110405,0.272,0.196,4.00976270727465e-09,"11-N_DA","NMD3"
"RTF1",2.08774102106221e-13,0.347690115650425,0.681,0.745,4.62017087961067e-09,"11-N_DA","RTF1"
"DTX3",2.20097107596219e-13,0.503293654404385,0.39,0.331,4.87074899110433e-09,"11-N_DA","DTX3"
"ZFAND6",2.40952923974052e-13,0.394879778419873,0.594,0.627,5.33228820754578e-09,"11-N_DA","ZFAND6"
"COMMD3",2.48456273302189e-13,0.568387041345707,0.353,0.286,5.49833732817744e-09,"11-N_DA","COMMD3"
"TNRC6B",2.64767255169502e-13,0.416134969316852,0.614,0.662,5.85929935690108e-09,"11-N_DA","TNRC6B"
"UBE2B",2.8647083063566e-13,0.47322633893386,0.517,0.526,6.33959948196715e-09,"11-N_DA","UBE2B"
"ISCA1",3.50551130602845e-13,0.456547816458728,0.486,0.462,7.75769652024097e-09,"11-N_DA","ISCA1"
"LEMD1",3.58865023221568e-13,0.602276684576169,0.289,0.213,7.9416829638933e-09,"11-N_DA","LEMD1"
"PCMTD1",3.74356586244161e-13,0.586924435889244,0.309,0.236,8.28451125358329e-09,"11-N_DA","PCMTD1"
"PDE6D",3.86859215464122e-13,0.547325877155774,0.35,0.289,8.56119443822103e-09,"11-N_DA","PDE6D"
"TBPL1",4.59372920053226e-13,0.447341163448632,0.536,0.544,1.01659227207779e-08,"11-N_DA","TBPL1"
"OCIAD1",5.04407533956254e-13,0.35059358708012,0.631,0.69,1.11625387264519e-08,"11-N_DA","OCIAD1"
"PIP4P2",5.60607756201601e-13,0.522279246389666,0.332,0.261,1.24062496447414e-08,"11-N_DA","PIP4P2"
"AASDHPPT",5.61289095935812e-13,0.524741602917736,0.393,0.336,1.24213276930595e-08,"11-N_DA","AASDHPPT"
"VEZT",8.13352196803699e-13,0.569099983574799,0.401,0.355,1.79994841152659e-08,"11-N_DA","VEZT"
"BAG6",8.32513311428145e-13,0.466188320491905,0.502,0.501,1.84235195819049e-08,"11-N_DA","BAG6"
"RALGDS",8.41249921943549e-13,0.596136695486683,0.269,0.195,1.86168607726107e-08,"11-N_DA","RALGDS"
"EVL",8.45249754442964e-13,0.523591818119877,0.438,0.401,1.87053770658228e-08,"11-N_DA","EVL"
"ARHGEF9",8.58887684880791e-13,0.551477243822108,0.315,0.244,1.90071844664119e-08,"11-N_DA","ARHGEF9"
"RERE",8.90243629735755e-13,0.48481114458024,0.506,0.501,1.97010915260523e-08,"11-N_DA","RERE"
"AC008124.1",9.60315512311237e-13,0.538915033316823,0.39,0.337,2.12517822874477e-08,"11-N_DA","AC008124.1"
"PPM1K1",1.0602719151033e-12,0.451566836886187,0.331,0.255,2.3463817481236e-08,"11-N_DA","PPM1K"
"SMARCA4",1.12218223232305e-12,0.320932641295679,0.684,0.746,2.48338928013091e-08,"11-N_DA","SMARCA4"
"MINDY2",1.4771114777085e-12,0.583383373596851,0.331,0.265,3.26884770016892e-08,"11-N_DA","MINDY2"
"LINC01089",2.27466248920793e-12,0.551705937794491,0.353,0.292,5.03382808861714e-08,"11-N_DA","LINC01089"
"CLK1",2.61837717302975e-12,0.531826458279934,0.36,0.299,5.79446868391484e-08,"11-N_DA","CLK1"
"C11orf71",3.08727392096975e-12,0.554067723172149,0.297,0.226,6.83213718710605e-08,"11-N_DA","C11orf71"
"MCTS1",3.62786459781199e-12,0.483018163128871,0.46,0.434,8.02846435495794e-08,"11-N_DA","MCTS1"
"PGK1",4.07415310312053e-12,0.524338563071458,0.584,0.615,9.01610081720574e-08,"11-N_DA","PGK1"
"POLR2B",4.56000818368475e-12,0.537688665952263,0.383,0.335,1.00912981104943e-07,"11-N_DA","POLR2B"
"RNMT",4.62411936863058e-12,0.535670605324859,0.421,0.388,1.02331761627795e-07,"11-N_DA","RNMT"
"MID1IP1",4.863576195196e-12,0.575700478664118,0.278,0.209,1.07630941199687e-07,"11-N_DA","MID1IP1"
"UBXN4",5.16216169604824e-12,0.421528947016286,0.576,0.613,1.14238638333548e-07,"11-N_DA","UBXN4"
"CBR4",5.16483290662423e-12,0.503403588305489,0.464,0.451,1.14297752223594e-07,"11-N_DA","CBR4"
"AFF4",5.89846377091735e-12,0.52240905258085,0.379,0.33,1.30533003250401e-07,"11-N_DA","AFF4"
"SLC25A4",6.19904751018976e-12,0.48707027527116,0.431,0.403,1.37184921400499e-07,"11-N_DA","SLC25A4"
"GDF11",8.04688041249566e-12,0.526943576681659,0.358,0.301,1.78077463528529e-07,"11-N_DA","GDF11"
"ATRX",8.54618427735884e-12,0.410687700528556,0.592,0.634,1.89127058057951e-07,"11-N_DA","ATRX"
"RFK",9.74194097035831e-12,0.551887039783571,0.312,0.25,2.15589153674029e-07,"11-N_DA","RFK"
"ZNF397",1.06451353535606e-11,0.570168858432835,0.334,0.274,2.35576845374295e-07,"11-N_DA","ZNF397"
"RTL8A",1.10370099450224e-11,0.405391540801485,0.539,0.532,2.44249030083346e-07,"11-N_DA","RTL8A"
"MYL12B",1.13532395465928e-11,0.364244576117895,0.599,0.644,2.51247191166099e-07,"11-N_DA","MYL12B"
"ATP6V1D",1.14046488081415e-11,0.530955511668211,0.438,0.415,2.52384878124172e-07,"11-N_DA","ATP6V1D"
"LMO42",1.20004877708224e-11,0.397528794259676,0.535,0.534,2.65570794368299e-07,"11-N_DA","LMO4"
"YWHAB",1.73901363990102e-11,0.310455982398603,0.668,0.723,3.84843718510095e-07,"11-N_DA","YWHAB"
"SLU7",3.49464136256639e-11,0.590272429872065,0.291,0.229,7.73364133535943e-07,"11-N_DA","SLU7"
"SCAND1",3.80783079196062e-11,0.298401533369845,0.689,0.773,8.42672954260884e-07,"11-N_DA","SCAND1"
"DSTN",3.85634606235193e-11,0.253533710273482,0.752,0.836,8.53409383598483e-07,"11-N_DA","DSTN"
"SHISA5",4.22500557991693e-11,0.4236771113664,0.527,0.544,9.34993734835617e-07,"11-N_DA","SHISA5"
"MUC20-OT1",5.54718459794326e-11,0.505719819268906,0.424,0.396,1.22759195152484e-06,"11-N_DA","MUC20-OT1"
"TRIM8",6.02204803719691e-11,0.503652460056705,0.404,0.366,1.33267923063168e-06,"11-N_DA","TRIM8"
"FAM32A",6.25621825905743e-11,0.310786511258757,0.662,0.73,1.38450110072941e-06,"11-N_DA","FAM32A"
"MPHOSPH8",7.06535453468157e-11,0.472197012189585,0.436,0.406,1.56356295852503e-06,"11-N_DA","MPHOSPH8"
"TCEAL1",7.10615050804689e-11,0.556671041689312,0.313,0.254,1.57259110743078e-06,"11-N_DA","TCEAL1"
"RSRP11",8.87424985656227e-11,0.47991919532191,0.369,0.319,1.96387149325723e-06,"11-N_DA","RSRP1"
"FKBP1B",1.08841496689657e-10,0.511432234270903,0.36,0.311,2.4086623217421e-06,"11-N_DA","FKBP1B"
"DHRS7",1.08939883447957e-10,0.555773618920239,0.257,0.191,2.41083962070329e-06,"11-N_DA","DHRS7"
"CCDC107",1.10323113524272e-10,0.453750005456105,0.472,0.47,2.44145050229214e-06,"11-N_DA","CCDC107"
"ROCK1",1.31009020851566e-10,0.526850243438494,0.406,0.384,2.89922963144516e-06,"11-N_DA","ROCK1"
"TM7SF2",1.9677271849839e-10,0.456073621055921,0.497,0.503,4.35458026036936e-06,"11-N_DA","TM7SF2"
"STX7",2.43737344732792e-10,0.524348800942363,0.293,0.231,5.39390743893668e-06,"11-N_DA","STX7"
"NKIRAS2",2.95689154081576e-10,0.465297437961631,0.461,0.455,6.54360097982528e-06,"11-N_DA","NKIRAS2"
"YPEL3",3.15495536713104e-10,0.558606868127182,0.263,0.199,6.981916227461e-06,"11-N_DA","YPEL3"
"CXXC5",3.71954313201432e-10,0.456949860949567,0.45,0.43,8.23134895114769e-06,"11-N_DA","CXXC5"
"NIPSNAP1",3.95724237960843e-10,0.370710977568035,0.569,0.602,8.75737738607345e-06,"11-N_DA","NIPSNAP1"
"KDM5B",4.01848484248439e-10,0.470949738931316,0.453,0.44,8.89290695641796e-06,"11-N_DA","KDM5B"
"EMC10",4.30240095738906e-10,0.366148958885143,0.544,0.57,9.52121331870199e-06,"11-N_DA","EMC10"
