"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"FAM84A",1.0049245748654e-24,0.832783259130174,0.293,0.049,2.22389808417712e-20,"18-N_GABA","FAM84A"
"PCSK1N4",1.36083742203931e-24,1.18341825666962,0.89,0.51,3.011533214973e-20,"18-N_GABA","PCSK1N"
"EPS8L16",1.91962465594384e-24,1.06584399293855,0.683,0.249,4.24812936360371e-20,"18-N_GABA","EPS8L1"
"MAPK8IP21",2.023534124529e-24,0.798892078794056,0.28,0.046,4.47808101758268e-20,"18-N_GABA","MAPK8IP2"
"LINC005996",2.22908338402464e-24,0.822627772077133,0.415,0.089,4.93296152884652e-20,"18-N_GABA","LINC00599"
"CADM33",2.47028302764532e-24,0.856493173714569,0.439,0.103,5.46673634017909e-20,"18-N_GABA","CADM3"
"CHGB1",2.48275273664951e-24,0.745627457989882,0.28,0.046,5.49433180620538e-20,"18-N_GABA","CHGB"
"NKAIN45",2.5813130760574e-24,0.951874306076234,0.866,0.47,5.71244583731503e-20,"18-N_GABA","NKAIN4"
"CIRBP3",2.63984827786089e-24,0.631765411370578,1,0.985,5.84198423890614e-20,"18-N_GABA","CIRBP"
"APLP14",2.74394634066559e-24,0.982363670025487,0.927,0.622,6.07235325189294e-20,"18-N_GABA","APLP1"
"ELAVL26",3.02728148344215e-24,0.898850731843484,0.683,0.237,6.69937392285749e-20,"18-N_GABA","ELAVL2"
"H3F3A2",3.76322295190378e-24,0.375655048731305,1,1,8.32801239256307e-20,"18-N_GABA","H3F3A"
"ATCAY4",5.68387887288025e-24,0.845783861329057,0.451,0.109,1.2578423945684e-19,"18-N_GABA","ATCAY"
"ENO24",7.02079193704076e-24,1.40982630519867,0.78,0.406,1.55370125566712e-19,"18-N_GABA","ENO2"
"C1QL12",9.32451228396515e-24,0.946402814687997,0.366,0.075,2.06351456844149e-19,"18-N_GABA","C1QL1"
"MYT13",1.6498871469886e-23,0.770937910233468,0.28,0.046,3.65120025628577e-19,"18-N_GABA","MYT1"
"PPP2R5B3",2.54489416287414e-23,0.831237514026711,0.415,0.095,5.63185078244048e-19,"18-N_GABA","PPP2R5B"
"CDH8",2.84697908750894e-23,0.963086831495681,0.341,0.07,6.30036472065729e-19,"18-N_GABA","CDH8"
"LRTM11",3.38624515435766e-23,1.12331295701844,0.366,0.08,7.49376052659351e-19,"18-N_GABA","LRTM1"
"PBX14",6.53566026886334e-23,0.875185492948806,0.988,0.683,1.44634161749946e-18,"18-N_GABA","PBX1"
"BEX23",8.00146446668565e-23,1.14131907599864,0.866,0.51,1.77072408647753e-18,"18-N_GABA","BEX2"
"SCAMP54",9.50576146007311e-23,0.96286285731299,0.512,0.151,2.10362501111418e-18,"18-N_GABA","SCAMP5"
"TUBB2A4",1.65614505616731e-22,1.10794302830879,0.854,0.505,3.66504900929825e-18,"18-N_GABA","TUBB2A"
"FEZ12",2.08538051250003e-22,0.999078269623853,0.89,0.72,4.61494707416256e-18,"18-N_GABA","FEZ1"
"NFASC4",2.2772765210444e-22,0.779592343969869,0.366,0.078,5.03961294107126e-18,"18-N_GABA","NFASC"
"NCAN3",2.68490498794088e-22,0.946089519170726,0.439,0.115,5.94169473831318e-18,"18-N_GABA","NCAN"
"H3F3B6",3.39111549281696e-22,0.478902815929819,1,0.998,7.50453858560393e-18,"18-N_GABA","H3F3B"
"SARAF3",3.69497785165659e-22,0.78638004908762,0.988,0.828,8.17698598571602e-18,"18-N_GABA","SARAF"
"CRMP16",4.83374836889269e-22,1.08536439743786,0.841,0.511,1.06970851403595e-17,"18-N_GABA","CRMP1"
"KLC15",8.15233456549801e-22,1.0143496266248,0.744,0.326,1.80411163934471e-17,"18-N_GABA","KLC1"
"EBF16",1.15735492206529e-21,0.591148494823665,0.439,0.103,2.56122644253049e-17,"18-N_GABA","EBF1"
"BASP16",1.69351482895921e-21,0.62523969212913,1,0.913,3.74774831648674e-17,"18-N_GABA","BASP1"
"CCDC1844",2.19923022692505e-21,0.981073704821285,0.524,0.157,4.86689649218514e-17,"18-N_GABA","CCDC184"
"SAMD143",3.37092463764001e-21,0.938557185023985,0.451,0.126,7.45985622309734e-17,"18-N_GABA","SAMD14"
"LMO12",4.52800236459476e-21,1.04937179582988,0.463,0.135,1.00204692328482e-16,"18-N_GABA","LMO1"
"ANKS1B3",5.4203594779028e-21,0.864685415274798,0.354,0.078,1.19952555245989e-16,"18-N_GABA","ANKS1B"
"CKB6",7.50030051209539e-21,0.632132473634141,1,0.964,1.65981650332671e-16,"18-N_GABA","CKB"
"FAM204A1",7.8626736666878e-21,1.15104397903842,0.793,0.466,1.74000968243801e-16,"18-N_GABA","FAM204A"
"FAM155A",8.6793077273717e-21,0.703677604657849,0.256,0.044,1.92073080006736e-16,"18-N_GABA","FAM155A"
"ASCL17",8.83851237861585e-21,1.55475203132401,0.561,0.189,1.95596278938769e-16,"18-N_GABA","ASCL1"
"PGM2L15",9.03756199988414e-21,0.923609586517164,0.659,0.264,2.00001247057436e-16,"18-N_GABA","PGM2L1"
"RTN14",1.63061495197107e-20,1.17072479525508,0.671,0.293,3.60855088871199e-16,"18-N_GABA","RTN1"
"PPP1R15A4",2.19617705165204e-20,1.01190630794994,0.585,0.215,4.86013981530595e-16,"18-N_GABA","PPP1R15A"
"GABARAPL16",7.18514380758467e-20,0.933192171973341,0.573,0.204,1.59007232461849e-15,"18-N_GABA","GABARAPL1"
"ATP6V1G16",7.43080129009457e-20,0.533451963651357,0.988,0.951,1.64443632549793e-15,"18-N_GABA","ATP6V1G1"
"RTN46",8.56419241931538e-20,0.725211162190128,0.939,0.824,1.89525578239449e-15,"18-N_GABA","RTN4"
"GPC26",1.04040743242275e-19,0.874973734422986,0.732,0.357,2.30242164795154e-15,"18-N_GABA","GPC2"
"BEX16",1.72687356347346e-19,0.837249233448828,0.939,0.692,3.82157119596676e-15,"18-N_GABA","BEX1"
"MAP25",3.20743466109059e-19,0.868088693287524,0.817,0.466,7.09805290499348e-15,"18-N_GABA","MAP2"
"RGS172",3.67544707666408e-19,1.08480028365138,0.415,0.119,8.13376438065761e-15,"18-N_GABA","RGS17"
"GDI16",8.20457762116814e-19,0.860090596760494,0.841,0.538,1.81567302756451e-14,"18-N_GABA","GDI1"
"SNRPN4",8.87636896587206e-19,0.673050675233709,0.988,0.934,1.96434045214749e-14,"18-N_GABA","SNRPN"
"CALM24",1.84136386574416e-18,0.807549596510329,1,0.975,4.07493823489184e-14,"18-N_GABA","CALM2"
"SEC11C5",2.08106102829437e-18,0.907859253807312,0.805,0.516,4.60538805561544e-14,"18-N_GABA","SEC11C"
"ELAVL46",2.30723277501162e-18,1.2220528298814,0.671,0.316,5.10590613110072e-14,"18-N_GABA","ELAVL4"
"TMEM35A3",2.39241167234323e-18,0.884349762515213,0.402,0.113,5.29440703089556e-14,"18-N_GABA","TMEM35A"
"COX7C",2.57668559365477e-18,0.372594600751377,1,0.997,5.702205218758e-14,"18-N_GABA","COX7C"
"CLIP34",3.62576318193353e-18,0.947860256772347,0.659,0.301,8.0238139216189e-14,"18-N_GABA","CLIP3"
"TRIB23",9.18770097556224e-18,0.889536628531631,0.598,0.244,2.03323822589192e-13,"18-N_GABA","TRIB2"
"ST73",9.26077732450271e-18,0.837330085775948,0.378,0.101,2.04941002191245e-13,"18-N_GABA","ST7"
"CD2004",1.12329170322326e-17,0.824503441049346,0.732,0.365,2.48584453923307e-13,"18-N_GABA","CD200"
"MAPK85",1.3132315903592e-17,0.84809651357416,0.561,0.215,2.9061815094649e-13,"18-N_GABA","MAPK8"
"ATP6V0B4",1.33622832674734e-17,0.792837133437223,0.878,0.62,2.95707328709187e-13,"18-N_GABA","ATP6V0B"
"NOS1AP3",1.44324913468396e-17,0.670990053612263,0.378,0.098,3.1939103350556e-13,"18-N_GABA","NOS1AP"
"TUBB4A4",1.59805996770439e-17,0.89669175671139,0.488,0.164,3.53650670852982e-13,"18-N_GABA","TUBB4A"
"MIR124-2HG6",1.77542732497443e-17,0.828113431347406,0.646,0.271,3.92902067016842e-13,"18-N_GABA","MIR124-2HG"
"PLXNA23",2.46269835355566e-17,0.882675563267847,0.329,0.082,5.44995145641867e-13,"18-N_GABA","PLXNA2"
"RTN24",2.77486103373459e-17,0.778656454387124,0.402,0.115,6.14076746765465e-13,"18-N_GABA","RTN2"
"SOX115",4.01350686337165e-17,0.858420836651579,0.976,0.901,8.88189068864147e-13,"18-N_GABA","SOX11"
"GABARAPL26",4.92367357806817e-17,0.591326817082449,0.963,0.876,1.08960896282649e-12,"18-N_GABA","GABARAPL2"
"ATP6V1G24",6.07064720095691e-17,0.794479819849941,0.488,0.164,1.34343422557176e-12,"18-N_GABA","ATP6V1G2"
"KIF5C4",6.34365678458233e-17,0.942568149057203,0.805,0.52,1.40385124642807e-12,"18-N_GABA","KIF5C"
"RUFY35",6.99841920665284e-17,0.828537649401959,0.707,0.348,1.54875017043227e-12,"18-N_GABA","RUFY3"
"CLTB4",9.16813503485424e-17,0.860414402623344,0.756,0.427,2.02890828321324e-12,"18-N_GABA","CLTB"
"TBPL15",9.49323613978975e-17,0.854695770066356,0.793,0.543,2.10085315773547e-12,"18-N_GABA","TBPL1"
"ATP1B14",1.23117345896546e-16,0.943808530940734,0.61,0.263,2.72458686469056e-12,"18-N_GABA","ATP1B1"
"VAMP25",1.28585066486159e-16,0.76125967429502,0.927,0.742,2.84558752133869e-12,"18-N_GABA","VAMP2"
"PTMS4",1.40508190682398e-16,0.403220942838269,1,0.989,3.10944625980146e-12,"18-N_GABA","PTMS"
"CELF45",1.9079699160328e-16,0.83003383091767,0.488,0.164,4.22233742418058e-12,"18-N_GABA","CELF4"
"NKX2-22",2.18968488215808e-16,1.20150857120862,0.5,0.19,4.84577264421583e-12,"18-N_GABA","NKX2-2"
"TPPP33",2.46446004681752e-16,0.816448773477301,0.561,0.215,5.45385008360718e-12,"18-N_GABA","TPPP3"
"CDKN2D4",3.05416620167707e-16,0.775765393106729,0.5,0.173,6.75886980431136e-12,"18-N_GABA","CDKN2D"
"CDK5R14",3.11111065159408e-16,0.606273630144304,0.317,0.077,6.8848878719777e-12,"18-N_GABA","CDK5R1"
"LINGO13",3.40854845013585e-16,0.778339788408859,0.427,0.137,7.54311772015065e-12,"18-N_GABA","LINGO1"
"ISG15",3.50999240995539e-16,1.00234001610331,0.622,0.288,7.76761320323127e-12,"18-N_GABA","ISG15"
"RIMS31",3.86959688005964e-16,0.690703011829102,0.28,0.064,8.56341789557198e-12,"18-N_GABA","RIMS3"
"SVBP5",6.45964870597e-16,0.660044387040092,0.951,0.819,1.42952025863116e-11,"18-N_GABA","SVBP"
"STMN36",6.65124679902509e-16,0.789509720920721,0.768,0.43,1.47192091662425e-11,"18-N_GABA","STMN3"
"CUTA1",7.29190090339582e-16,0.525093162438668,0.988,0.933,1.6136976699215e-11,"18-N_GABA","CUTA"
"POU2F24",9.21287080208779e-16,0.643059339029084,0.341,0.087,2.03880830850203e-11,"18-N_GABA","POU2F2"
"RNF114",1.21827979305063e-15,0.679918931125557,0.817,0.474,2.69605318202104e-11,"18-N_GABA","RNF11"
"PRCP",1.27559804065968e-15,1.25639521310606,0.561,0.266,2.82289846397986e-11,"18-N_GABA","PRCP"
"PLD33",2.17355224258766e-15,0.742630466819865,0.854,0.567,4.8100711128465e-11,"18-N_GABA","PLD3"
"GPR1623",2.22098713310209e-15,0.875779597011829,0.512,0.205,4.91504452555493e-11,"18-N_GABA","GPR162"
"UBXN14",3.25415884555681e-15,0.658606062313855,0.939,0.824,7.20145352521723e-11,"18-N_GABA","UBXN1"
"GNB3",3.44485361514058e-15,0.822648902772045,0.256,0.058,7.62346105030609e-11,"18-N_GABA","GNB3"
"C1orf212",3.63838681652649e-15,0.946349745418778,0.732,0.427,8.05175002497313e-11,"18-N_GABA","C1orf21"
"NLRP12",4.81655418592355e-15,0.745631217752587,0.854,0.641,1.06590344134488e-10,"18-N_GABA","NLRP1"
"AP1S24",5.20229757375648e-15,0.791325002991621,0.902,0.755,1.15126845307231e-10,"18-N_GABA","AP1S2"
"DSTN3",5.38117723979192e-15,0.629478397907957,0.963,0.833,1.19085452316595e-10,"18-N_GABA","DSTN"
"RNF51",6.16755940383287e-15,0.67620331909168,0.902,0.751,1.36488089606821e-10,"18-N_GABA","RNF5"
"ATP5F1C1",6.55667353338917e-15,0.633129029160627,0.902,0.749,1.45099185293902e-10,"18-N_GABA","ATP5F1C"
"GNAO14",8.18915580866941e-15,0.771806650675806,0.427,0.14,1.81226018045854e-10,"18-N_GABA","GNAO1"
"DTD14",8.47701491572755e-15,0.717927927416588,0.841,0.589,1.87596340085051e-10,"18-N_GABA","DTD1"
"TSPAN72",9.13785301163543e-15,0.883462792725512,0.354,0.104,2.02220687147492e-10,"18-N_GABA","TSPAN7"
"TSG1016",1.05413155144641e-14,0.68222394418813,0.756,0.425,2.33279312335091e-10,"18-N_GABA","TSG101"
"SYT18",1.25338180450283e-14,0.830980113133115,0.756,0.48,2.77373393336476e-10,"18-N_GABA","SYT1"
"GSTA43",1.32814640987629e-14,0.787707185429888,0.78,0.463,2.93918800505622e-10,"18-N_GABA","GSTA4"
"ADA24",1.47538651198609e-14,0.86336907469017,0.646,0.322,3.26503035102522e-10,"18-N_GABA","ADA2"
"SERINC33",1.54340072066225e-14,0.798213695538926,0.524,0.217,3.41554579482555e-10,"18-N_GABA","SERINC3"
"EFNA32",1.78072017024806e-14,0.900870971148287,0.524,0.219,3.94073373675895e-10,"18-N_GABA","EFNA3"
"RPAIN6",1.95691107354368e-14,0.625823553342724,0.939,0.732,4.33064420575217e-10,"18-N_GABA","RPAIN"
"ATP6V1H5",2.15813880248636e-14,0.769722422803929,0.61,0.283,4.77596116990231e-10,"18-N_GABA","ATP6V1H"
"TM7SF23",3.23019541595058e-14,0.998779762806903,0.732,0.502,7.14842245549863e-10,"18-N_GABA","TM7SF2"
"CXXC54",3.31489476463202e-14,0.774480310361514,0.744,0.429,7.33586211413066e-10,"18-N_GABA","CXXC5"
"HS6ST1",3.45668048038211e-14,0.694154544939666,0.341,0.101,7.6496339030856e-10,"18-N_GABA","HS6ST1"
"PAFAH1B34",5.49120966347225e-14,0.745648353027457,0.927,0.831,1.21520469852641e-09,"18-N_GABA","PAFAH1B3"
"DDAH22",5.86731819317241e-14,0.536270018891978,0.976,0.922,1.29843751614905e-09,"18-N_GABA","DDAH2"
"DBNDD13",6.2415126112504e-14,0.721991745791607,0.402,0.131,1.38124674086971e-09,"18-N_GABA","DBNDD1"
"PLPPR24",6.57449637415935e-14,0.733966574386958,0.402,0.134,1.45493604760146e-09,"18-N_GABA","PLPPR2"
"NDUFA4",6.73039171432144e-14,0.373985751331742,1,0.994,1.48943568637934e-09,"18-N_GABA","NDUFA4"
"ATP5F1B2",7.125223810561e-14,0.567723428161865,0.951,0.876,1.57681202927715e-09,"18-N_GABA","ATP5F1B"
"MYL62",7.79940922375921e-14,0.553872995158459,0.988,0.983,1.72600926121791e-09,"18-N_GABA","MYL6"
"ATP6V0E24",8.0159932216445e-14,0.738456981093593,0.829,0.634,1.77393929994993e-09,"18-N_GABA","ATP6V0E2"
"MALAT16",1.00615366734235e-13,0.338305124031125,1,0.999,2.22661806582862e-09,"18-N_GABA","MALAT1"
"RAB6A5",1.1506984675648e-13,0.751093132184371,0.78,0.482,2.54649570872089e-09,"18-N_GABA","RAB6A"
"RBP16",1.20149132658162e-13,0.705928386437934,0.927,0.797,2.65890030572513e-09,"18-N_GABA","RBP1"
"YPEL2",1.31207963292925e-13,0.75595409203909,0.268,0.068,2.90363222767243e-09,"18-N_GABA","YPEL2"
"UQCRB1",1.88147616334129e-13,0.420837362732036,0.976,0.952,4.16370674947427e-09,"18-N_GABA","UQCRB"
"TMEM38B2",2.01424731033107e-13,0.826717457318814,0.78,0.45,4.45752929776267e-09,"18-N_GABA","TMEM38B"
"CELF54",2.56130016812899e-13,0.822077786805912,0.488,0.197,5.66815727206945e-09,"18-N_GABA","CELF5"
"MAPT4",2.76203064823029e-13,0.585706768362181,0.39,0.123,6.11237382453362e-09,"18-N_GABA","MAPT"
"DDX54",3.48426110997288e-13,0.524584713491482,0.988,0.897,7.71066983636999e-09,"18-N_GABA","DDX5"
"BACH2",3.49855316958365e-13,0.646703474557683,0.28,0.075,7.74229816428863e-09,"18-N_GABA","BACH2"
"KIZ1",3.77803942975639e-13,1.07736144191583,0.524,0.241,8.3608012580509e-09,"18-N_GABA","KIZ"
"DPYSL36",4.80404022331319e-13,0.817452760946875,0.622,0.324,1.06313410141921e-08,"18-N_GABA","DPYSL3"
"C1orf434",5.07530710800265e-13,0.528552062467255,0.939,0.858,1.12316546300099e-08,"18-N_GABA","C1orf43"
"MARCKSL14",6.44169989127129e-13,0.353926871986983,1,0.999,1.42554818593834e-08,"18-N_GABA","MARCKSL1"
"RPS6KL14",8.55555407472861e-13,0.586335374336856,0.28,0.074,1.89334411673744e-08,"18-N_GABA","RPS6KL1"
"RAB11FIP42",1.24161521327328e-12,0.793574523888037,0.305,0.09,2.74769446697377e-08,"18-N_GABA","RAB11FIP4"
"UCHL14",2.09650561504243e-12,0.844316797297403,0.78,0.508,4.63956692608889e-08,"18-N_GABA","UCHL1"
"CACNB42",2.12670621393617e-12,0.806062726053998,0.341,0.112,4.70640085144075e-08,"18-N_GABA","CACNB4"
"C4orf484",2.49588319376357e-12,0.433463094326341,0.963,0.942,5.52338950779878e-08,"18-N_GABA","C4orf48"
"YIPF34",3.61560070420836e-12,0.699769253728178,0.768,0.538,8.00132435841309e-08,"18-N_GABA","YIPF3"
"CYTH24",3.83610543923943e-12,0.731605341888291,0.707,0.436,8.48930133703687e-08,"18-N_GABA","CYTH2"
"TMSB4X3",3.98891783142838e-12,0.425217402407086,1,1,8.827475160951e-08,"18-N_GABA","TMSB4X"
"KIF1A5",4.02513752255596e-12,0.706306268247005,0.524,0.223,8.90762933741634e-08,"18-N_GABA","KIF1A"
"ATP5PO1",4.17541426578462e-12,0.457932712187283,0.988,0.94,9.24019177018136e-08,"18-N_GABA","ATP5PO"
"KLHDC8A4",4.27134055427329e-12,0.803951058843471,0.695,0.422,9.4524766466068e-08,"18-N_GABA","KLHDC8A"
"BSDC15",4.38081069155763e-12,0.591423905686457,0.683,0.365,9.69473406041703e-08,"18-N_GABA","BSDC1"
"LIN28A4",4.66424745052668e-12,0.775464474352815,0.622,0.319,1.03219796080155e-07,"18-N_GABA","LIN28A"
"CRABP25",5.83090381302631e-12,0.746684792641501,0.695,0.374,1.29037901382272e-07,"18-N_GABA","CRABP2"
"ACTB3",6.82065789650745e-12,0.386899452326944,1,0.997,1.5094115924971e-07,"18-N_GABA","ACTB"
"C1QTNF42",8.62001616021873e-12,0.795646935505538,0.439,0.187,1.90760957625641e-07,"18-N_GABA","C1QTNF4"
"CXADR3",1.17230669849207e-11,0.668704826512797,0.854,0.67,2.59431472376295e-07,"18-N_GABA","CXADR"
"SRP142",1.18681054210799e-11,0.30729081337017,1,0.996,2.62641172968498e-07,"18-N_GABA","SRP14"
"AL391807.14",1.19615919596099e-11,0.683589107123295,0.549,0.243,2.64710030066167e-07,"18-N_GABA","AL391807.1"
"NDUFA54",1.26319588175312e-11,0.477398535364748,0.939,0.74,2.79545248631965e-07,"18-N_GABA","NDUFA5"
"DCTN26",1.31719197839626e-11,0.667388141584017,0.829,0.703,2.91494584819092e-07,"18-N_GABA","DCTN2"
"KIF5A4",1.78620666198647e-11,0.730290904762739,0.28,0.081,3.95287534297606e-07,"18-N_GABA","KIF5A"
"RSPH9",1.92381349210919e-11,0.609002093432761,0.268,0.075,4.25739925803763e-07,"18-N_GABA","RSPH9"
"NOVA26",2.69002168648754e-11,0.73201124534678,0.537,0.253,5.95301799219693e-07,"18-N_GABA","NOVA2"
"NDUFB41",2.70637120306896e-11,0.474599210654113,0.927,0.869,5.9891994723916e-07,"18-N_GABA","NDUFB4"
"IRX3",3.07564409828194e-11,0.894485093821581,0.439,0.188,6.80640038949794e-07,"18-N_GABA","IRX3"
"COX4I1",3.12677299744452e-11,0.330598012713954,1,0.989,6.91954864334472e-07,"18-N_GABA","COX4I1"
"REEP11",3.20277268669038e-11,0.761394680949832,0.256,0.073,7.0877359556458e-07,"18-N_GABA","REEP1"
"DRAXIN2",3.25546946666909e-11,0.82945311402438,0.366,0.139,7.2043539297387e-07,"18-N_GABA","DRAXIN"
"BRK12",3.28475283092148e-11,0.340081695039383,1,0.973,7.26915801482923e-07,"18-N_GABA","BRK1"
"HAGH6",4.93403354878035e-11,0.679504894298574,0.744,0.495,1.09190162434509e-06,"18-N_GABA","HAGH"
"VSTM2A",5.7476208685794e-11,0.785817692963696,0.268,0.081,1.27194849821662e-06,"18-N_GABA","VSTM2A"
"WBP26",6.01493933102691e-11,0.744976565947554,0.61,0.335,1.33110607395626e-06,"18-N_GABA","WBP2"
"ATP5PB1",6.38621571291657e-11,0.66934276997745,0.841,0.715,1.41326953726844e-06,"18-N_GABA","ATP5PB"
"NSD33",9.06578863756787e-11,0.502456192360928,0.866,0.738,2.00625902549377e-06,"18-N_GABA","NSD3"
"ATP5F1A",9.19573790932666e-11,0.386723755966641,0.976,0.935,2.03501679933399e-06,"18-N_GABA","ATP5F1A"
"GLRX2",1.03206672697378e-10,0.51338645426618,0.366,0.134,2.28396366679297e-06,"18-N_GABA","GLRX"
"SMDT13",1.13360673106281e-10,0.435031583155335,0.963,0.824,2.508671695842e-06,"18-N_GABA","SMDT1"
"PFDN46",1.16960515137756e-10,0.525775337895769,0.866,0.727,2.58833619999854e-06,"18-N_GABA","PFDN4"
"HIST2H2BE6",1.29370679061778e-10,0.726934239754172,0.439,0.178,2.86297312763715e-06,"18-N_GABA","HIST2H2BE"
"PPP1R1A4",1.35839152899329e-10,0.751177488443264,0.451,0.201,3.00612045366216e-06,"18-N_GABA","PPP1R1A"
"ATP6V0D11",1.52319256089977e-10,0.718993917481175,0.439,0.187,3.37082513727119e-06,"18-N_GABA","ATP6V0D1"
"STX124",1.6726985434546e-10,0.719932862766398,0.451,0.197,3.70168187666502e-06,"18-N_GABA","STX12"
"YWHAG4",1.93243534398981e-10,0.563220569076005,0.768,0.502,4.27647941624945e-06,"18-N_GABA","YWHAG"
"DACH15",2.08890213475946e-10,0.769541578045444,0.427,0.177,4.62274042422268e-06,"18-N_GABA","DACH1"
"TCAF15",2.10469129525935e-10,0.587267353736683,0.695,0.439,4.65768183640895e-06,"18-N_GABA","TCAF1"
"STRAP1",2.42169720936448e-10,0.512884627337307,0.988,0.871,5.35921592432359e-06,"18-N_GABA","STRAP"
"AGPAT12",2.42796038959687e-10,0.681724531873438,0.695,0.494,5.37307634217787e-06,"18-N_GABA","AGPAT1"
"ATP6V1F3",2.84516149951444e-10,0.457444977139144,0.951,0.844,6.29634239842546e-06,"18-N_GABA","ATP6V1F"
"PHACTR13",2.93782165164905e-10,0.664948021410044,0.366,0.14,6.50139931509935e-06,"18-N_GABA","PHACTR1"
"ZC2HC1A4",3.102188301658e-10,0.651607981107301,0.5,0.238,6.86514271156916e-06,"18-N_GABA","ZC2HC1A"
"RBFOX26",3.16516007136641e-10,0.712861551979729,0.671,0.43,7.00449923793387e-06,"18-N_GABA","RBFOX2"
"FAM241B4",3.26984446302401e-10,0.733211375261749,0.488,0.229,7.23616579667213e-06,"18-N_GABA","FAM241B"
"MAP4K46",3.64446384240492e-10,0.598428175026178,0.72,0.478,8.0651984832421e-06,"18-N_GABA","MAP4K4"
"YWHAH4",3.6944982427265e-10,0.63376547129461,0.854,0.751,8.17592461115375e-06,"18-N_GABA","YWHAH"
"CFL12",3.80535752535963e-10,0.296301441896886,0.988,0.995,8.42125620362087e-06,"18-N_GABA","CFL1"
"KALRN4",3.92043794204154e-10,0.645220332514604,0.341,0.125,8.67592916573792e-06,"18-N_GABA","KALRN"
"DLG42",3.94398198726959e-10,0.658238681017504,0.354,0.133,8.72803213782759e-06,"18-N_GABA","DLG4"
"DNAJC41",4.01992109388156e-10,0.578189564589477,0.768,0.547,8.8960853807599e-06,"18-N_GABA","DNAJC4"
"NRP24",4.25343880570593e-10,1.01635637796534,0.28,0.093,9.41286007702723e-06,"18-N_GABA","NRP2"
"CCSER24",4.80839910159172e-10,0.631639420262255,0.5,0.242,1.06409872118225e-05,"18-N_GABA","CCSER2"
"IGLON54",5.4704349602756e-10,0.598452848117795,0.524,0.256,1.21060725670899e-05,"18-N_GABA","IGLON5"
"VDAC25",5.63663950796519e-10,0.471932529825099,0.951,0.862,1.2473883231127e-05,"18-N_GABA","VDAC2"
"BTG16",5.86756060809687e-10,0.556348591656774,0.951,0.873,1.29849116257184e-05,"18-N_GABA","BTG1"
"PSMA7",7.03765822320744e-10,0.383230126722959,0.963,0.93,1.55743376479581e-05,"18-N_GABA","PSMA7"
"MEIS34",7.26784584564508e-10,0.572855585070502,0.646,0.375,1.60837428564126e-05,"18-N_GABA","MEIS3"
"TAGLN21",7.4905067054111e-10,0.973516061684955,0.415,0.189,1.65764913390748e-05,"18-N_GABA","TAGLN2"
"TMEM593",7.93709063769816e-10,0.500094845043672,0.878,0.679,1.7564781581226e-05,"18-N_GABA","TMEM59"
"CCDC90B4",8.07129985344023e-10,0.623583600120202,0.817,0.649,1.78617865756632e-05,"18-N_GABA","CCDC90B"
"COX7A24",8.63003263472722e-10,0.339032345290438,1,0.973,1.90982622206513e-05,"18-N_GABA","COX7A2"
"DNAJB51",8.73580798349799e-10,0.616124438533236,0.341,0.127,1.93323430674811e-05,"18-N_GABA","DNAJB5"
"LMBR1L5",9.8967350838941e-10,0.700448096018768,0.488,0.247,2.19014747406576e-05,"18-N_GABA","LMBR1L"
"MAPK8IP14",1.0174127118632e-09,0.689015005911983,0.354,0.136,2.25153433135326e-05,"18-N_GABA","MAPK8IP1"
"CDKN1C6",1.04398426762973e-09,0.745056445756752,0.561,0.297,2.3103371842646e-05,"18-N_GABA","CDKN1C"
"YWHAQ2",1.52104131225253e-09,0.3608792049134,0.988,0.942,3.36606442401484e-05,"18-N_GABA","YWHAQ"
"COMMD33",1.56865098194465e-09,0.631385974281067,0.537,0.287,3.4714246230435e-05,"18-N_GABA","COMMD3"
"CAMKV4",1.96933394714729e-09,0.716950428333204,0.366,0.149,4.35813602503694e-05,"18-N_GABA","CAMKV"
"ERV3-14",2.0110515250965e-09,0.558689487917243,0.659,0.387,4.45045702503856e-05,"18-N_GABA","ERV3-1"
"CLASP23",2.94769307090319e-09,0.597160684432009,0.378,0.157,6.52324476590875e-05,"18-N_GABA","CLASP2"
"ATAT15",3.18723072133713e-09,0.636284715957767,0.72,0.506,7.05334158631906e-05,"18-N_GABA","ATAT1"
"DAAM14",3.31050628297038e-09,0.680407820466772,0.732,0.519,7.32615040421345e-05,"18-N_GABA","DAAM1"
"PRAF23",3.45462901392081e-09,0.573182713366417,0.744,0.509,7.64509400780675e-05,"18-N_GABA","PRAF2"
"GABRB33",3.6911075193797e-09,0.568273827044842,0.354,0.139,8.16842094038728e-05,"18-N_GABA","GABRB3"
"ROGDI3",3.85721515405334e-09,0.681891550531567,0.476,0.234,8.53601713592005e-05,"18-N_GABA","ROGDI"
"SV2A2",4.1458204983599e-09,0.730483441435524,0.415,0.188,9.17470076287045e-05,"18-N_GABA","SV2A"
"C1orf1222",4.17621584622749e-09,0.480091753303015,0.866,0.708,9.24196566770142e-05,"18-N_GABA","C1orf122"
"KLHL245",4.74551472015087e-09,0.651840374796723,0.39,0.166,0.000105018240756939,"18-N_GABA","KLHL24"
"ATP6V1E13",5.63577066005058e-09,0.68842584691126,0.439,0.216,0.000124719604706919,"18-N_GABA","ATP6V1E1"
"PODXL24",6.21997274444708e-09,0.529601484447899,0.744,0.509,0.000137647996834614,"18-N_GABA","PODXL2"
