"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"LHX5-AS1",4.09799240615807e-49,2.24710231936527,0.816,0.111,8.10910737330558e-45,"N_GABA","LHX5-AS1"
"INA",1.8579088430729e-47,1.61153083834686,0.842,0.113,3.67643001867265e-43,"N_GABA","INA"
"DRD2",6.97617695393603e-46,1.18678113991144,0.289,0.013,1.38044589564486e-41,"N_GABA","DRD2"
"STMN2",1.86704456172048e-42,2.92464654885291,0.974,0.206,3.69450777873249e-38,"N_GABA","STMN2"
"ST18",3.85564041802295e-41,1.52458906198125,0.474,0.04,7.62954125918381e-37,"N_GABA","ST18"
"GNG3",3.91389400842252e-40,2.05924463549241,0.947,0.185,7.74481346386649e-36,"N_GABA","GNG3"
"NEFM",3.60433487613904e-39,1.91602186267113,0.842,0.14,7.13225785290394e-35,"N_GABA","NEFM"
"GAP43",6.17389983274518e-38,1.92273296782751,0.789,0.123,1.22169129890362e-33,"N_GABA","GAP43"
"NFASC",1.16700990798396e-35,1.32731999378324,0.553,0.063,2.30927920591866e-31,"N_GABA","NFASC"
"CHGA",1.71391258534772e-35,1.34003388516064,0.289,0.018,3.39149022388607e-31,"N_GABA","CHGA"
"CEND1",2.5460153984665e-34,1.18628954855868,0.368,0.029,5.03805527048551e-30,"N_GABA","CEND1"
"FAM57B",3.69661416153917e-34,1.84091220428875,0.842,0.166,7.3148601028537e-30,"N_GABA","FAM57B"
"ESRRG",6.92428876282756e-34,0.887951870711689,0.289,0.018,1.37017826038832e-29,"N_GABA","ESRRG"
"TTC9B",4.72852856524947e-33,1.21191243441617,0.421,0.039,9.35681232491565e-29,"N_GABA","TTC9B"
"NRP2",1.30392033368068e-32,1.44996491697125,0.395,0.036,2.58019755628732e-28,"N_GABA","NRP2"
"XKR4",1.6103656817385e-32,0.891918770845545,0.289,0.019,3.18659161102415e-28,"N_GABA","XKR4"
"CELF3",5.4727162989692e-32,1.4026382134288,0.579,0.076,1.08294110124002e-27,"N_GABA","CELF3"
"RAB3A",9.51769143264727e-32,1.70076334306178,0.711,0.123,1.88336078069224e-27,"N_GABA","RAB3A"
"RUNDC3A",2.86046721445266e-31,1.3970931743253,0.5,0.059,5.66029252395893e-27,"N_GABA","RUNDC3A"
"DCX",6.91220848720984e-31,2.21135470904389,1,0.344,1.36778781544908e-26,"N_GABA","DCX"
"SYP",1.78981887986006e-30,1.28543628519416,0.553,0.071,3.54169359946709e-26,"N_GABA","SYP"
"NSG2",3.82190593800739e-30,0.921759616669633,0.316,0.024,7.56278747012902e-26,"N_GABA","NSG2"
"PARP6",5.41718206778445e-30,1.47100637903195,0.684,0.116,1.07195198757319e-25,"N_GABA","PARP6"
"GAD1",1.03536303246694e-29,1.23858617990771,0.263,0.017,2.04877636864559e-25,"N_GABA","GAD1"
"TENM2",2.20765716129461e-29,1.00393924849001,0.316,0.025,4.36851199076978e-25,"N_GABA","TENM2"
"MIR7-3HG",3.96373585015708e-29,1.69364398697131,0.316,0.025,7.84344050029083e-25,"N_GABA","MIR7-3HG"
"NEFL",1.45379267631312e-27,1.25336801896283,0.816,0.18,2.8767649478884e-23,"N_GABA","NEFL"
"GDAP1L1",2.02739958966977e-27,1.79951740845639,0.763,0.171,4.01181830803854e-23,"N_GABA","GDAP1L1"
"LHX1",1.96014472424076e-26,0.950361652894837,0.289,0.023,3.87873438032762e-22,"N_GABA","LHX1"
"RBFOX1",3.33300869192497e-26,1.07198206715561,0.289,0.023,6.59535759958112e-22,"N_GABA","RBFOX1"
"DUSP8",1.08863874757989e-25,0.898146762944105,0.316,0.028,2.15419835371108e-21,"N_GABA","DUSP8"
"LINC00599",1.61036962314562e-24,1.20870310695809,0.395,0.046,3.18659941028056e-20,"N_GABA","LINC00599"
"CHGB",9.3481187956557e-24,0.979544918420989,0.289,0.026,1.84980574728435e-19,"N_GABA","CHGB"
"L1CAM",1.99056053644634e-23,1.02215612019232,0.263,0.022,3.93892118952001e-19,"N_GABA","L1CAM"
"SHD",2.92783116523599e-23,1.2464319093328,0.368,0.043,5.79359230976897e-19,"N_GABA","SHD"
"NSG1",3.7167715237637e-23,1.46400675383621,0.789,0.208,7.35474749122361e-19,"N_GABA","NSG1"
"RTN1",1.08699937246991e-22,1.73696888676643,0.789,0.229,2.15095435824347e-18,"N_GABA","RTN1"
"TUBB2B",1.88079012119928e-22,1.50693109304884,1,0.99,3.72170749182914e-18,"N_GABA","TUBB2B"
"MAP1B",2.77623447327258e-22,1.49872801880895,1,0.965,5.49361277571178e-18,"N_GABA","MAP1B"
"CADM3",4.69654638035137e-22,1.15934595105999,0.5,0.081,9.29352597743929e-18,"N_GABA","CADM3"
"MLLT11",1.07670594556624e-21,1.42275990464641,1,0.914,2.13058572508648e-17,"N_GABA","MLLT11"
"SCAMP5",4.57337261626412e-21,1.34211347180604,0.632,0.139,9.04978973306345e-17,"N_GABA","SCAMP5"
"AKAP6",1.03910810233657e-20,1.01210854580925,0.289,0.03,2.0561871129036e-16,"N_GABA","AKAP6"
"CDK5R1",1.05787731261885e-20,0.961772219524946,0.447,0.067,2.09332762621018e-16,"N_GABA","CDK5R1"
"PPP2R5B",1.73670152991694e-20,1.02407916879482,0.474,0.076,3.43658498739964e-16,"N_GABA","PPP2R5B"
"ATCAY",9.66970475406111e-20,1.16239551939043,0.447,0.072,1.91344117673361e-15,"N_GABA","ATCAY"
"MIAT",1.04042925405142e-19,1.56820223571155,0.947,0.443,2.05880140791695e-15,"N_GABA","MIAT"
"PPP1R17",1.35575995806356e-19,1.15094800470747,0.263,0.026,2.68277780501618e-15,"N_GABA","PPP1R17"
"MYT1",7.64364096804621e-19,0.880674573820846,0.263,0.027,1.51252367475698e-14,"N_GABA","MYT1"
"TAGLN3",1.64674834841609e-18,1.51873768950648,0.895,0.387,3.25858563184576e-14,"N_GABA","TAGLN3"
"CD24",1.77568275046665e-18,0.835231070148571,1,0.959,3.5137210266234e-14,"N_GABA","CD24"
"THSD7A",2.95071936186978e-18,1.4313521908536,0.553,0.118,5.83888347326792e-14,"N_GABA","THSD7A"
"TUBA1A",3.65862555942385e-18,1.10389019126762,1,0.986,7.23968825698791e-14,"N_GABA","TUBA1A"
"ELAVL3",3.92638412617156e-18,1.21938442008393,0.816,0.266,7.76952890886829e-14,"N_GABA","ELAVL3"
"TERF2IP",4.02680631933654e-18,1.2720655390838,0.842,0.297,7.96824434470315e-14,"N_GABA","TERF2IP"
"NDRG4",1.04237131231375e-17,1.20312017265374,0.395,0.063,2.06264435280644e-13,"N_GABA","NDRG4"
"PHYHIPL",1.20705229365418e-17,1.4486479006761,0.395,0.066,2.38851507868289e-13,"N_GABA","PHYHIPL"
"LHX5",1.35215760095246e-17,1.39006698477857,0.368,0.054,2.67564946076473e-13,"N_GABA","LHX5"
"PPP1R15A",3.05067347417411e-17,1.17692462967474,0.684,0.189,6.03667267069572e-13,"N_GABA","PPP1R15A"
"IRX3",1.05958989553049e-16,1.41235750660276,0.658,0.196,2.09671648527574e-12,"N_GABA","IRX3"
"SNAP25",1.18250248797644e-16,0.776692314690379,0.263,0.03,2.33993592320777e-12,"N_GABA","SNAP25"
"CCDC184",1.27654940640155e-16,1.16824526332327,0.553,0.127,2.52603596538738e-12,"N_GABA","CCDC184"
"MIR124-2HG",2.45234005791797e-16,1.18702508893306,0.711,0.226,4.85269050660808e-12,"N_GABA","MIR124-2HG"
"EIF4A2",9.2278623742823e-16,1.06293124336048,1,0.877,1.82600940662298e-11,"N_GABA","EIF4A2"
"PAK3",1.34176587598411e-15,1.33421108547401,0.737,0.255,2.65508631539735e-11,"N_GABA","PAK3"
"PCBP4",2.69162426965131e-15,1.22613125475725,0.947,0.663,5.32618610478602e-11,"N_GABA","PCBP4"
"REM2",3.6884258130914e-15,0.797888487842108,0.289,0.039,7.29865699894527e-11,"N_GABA","REM2"
"CRABP2",3.91534556559323e-15,1.39275259330636,0.711,0.241,7.74768580519589e-11,"N_GABA","CRABP2"
"EIF1",7.29703358010314e-15,0.763254612034418,1,0.993,1.44393700483081e-10,"N_GABA","EIF1"
"WDR7",1.23557610513826e-14,1.0054719471229,0.289,0.041,2.44495799684759e-10,"N_GABA","WDR7"
"ENO2",1.72270058166321e-14,1.47258080227908,0.842,0.389,3.40887991099515e-10,"N_GABA","ENO2"
"PLXNA2",1.82416743391691e-14,1.13546241931423,0.447,0.093,3.60966251823479e-10,"N_GABA","PLXNA2"
"CCNI",3.59576943889006e-14,0.622687445021664,1,0.997,7.11530856567566e-10,"N_GABA","CCNI"
"GNAO1",3.92390379439339e-14,1.07055156251701,0.474,0.108,7.76462082834564e-10,"N_GABA","GNAO1"
"ARG2",4.8720111306101e-14,1.09462239957796,0.395,0.078,9.64073562525126e-10,"N_GABA","ARG2"
"ELAVL2",6.00866651405615e-14,1.06837467577306,0.632,0.19,1.18899492980143e-09,"N_GABA","ELAVL2"
"TUBB",6.89289050570513e-14,0.619437733830069,1,0.999,1.36396517326893e-09,"N_GABA","TUBB"
"JPH4",8.31349400070081e-14,1.08506925181632,0.316,0.052,1.64507419285868e-09,"N_GABA","JPH4"
"FXYD7",1.05477120452281e-13,0.787557625058206,0.289,0.043,2.08718125950974e-09,"N_GABA","FXYD7"
"RUFY2",1.06369714236162e-13,0.939298558172523,0.421,0.085,2.10484390530517e-09,"N_GABA","RUFY2"
"TSPAN7",1.11247189630069e-13,1.36259058570442,0.421,0.09,2.2013593883998e-09,"N_GABA","TSPAN7"
"SCG3",1.29202665140386e-13,1.17361946958727,0.526,0.134,2.55666233779796e-09,"N_GABA","SCG3"
"LMO1",1.68369926959886e-13,1.30518642516987,0.5,0.133,3.33170411468222e-09,"N_GABA","LMO1"
"NCAN",3.51178061585387e-13,0.976615107444957,0.421,0.091,6.94911148265163e-09,"N_GABA","NCAN"
"TMSB10",5.17544803182993e-13,0.505236248196526,1,0.999,1.02411765653851e-08,"N_GABA","TMSB10"
"TMEM35A",5.37194091784324e-13,1.01137330635343,0.395,0.083,1.06299966882282e-08,"N_GABA","TMEM35A"
"CDH8",6.09259892559129e-13,0.946084291013184,0.289,0.047,1.205603475396e-08,"N_GABA","CDH8"
"GABARAPL1",1.01642332671133e-12,0.936975449600886,0.579,0.169,2.01129847889639e-08,"N_GABA","GABARAPL1"
"SCG5",1.27129287496893e-12,1.08766328508214,0.632,0.201,2.51563434098851e-08,"N_GABA","SCG5"
"CD200",1.86929368812879e-12,0.961913929732789,0.763,0.311,3.69895835006925e-08,"N_GABA","CD200"
"CRABP1",1.95066749529887e-12,1.6422836757118,0.579,0.194,3.8599808396974e-08,"N_GABA","CRABP1"
"ACTG1",2.40513628998378e-12,0.602710706872552,1,1,4.7592836906199e-08,"N_GABA","ACTG1"
"PCSK1N",2.4262643946561e-12,1.2920321715679,0.868,0.54,4.80109198414549e-08,"N_GABA","PCSK1N"
"SYT1",4.00713943367494e-12,1.47073582051613,0.789,0.398,7.92932751135598e-08,"N_GABA","SYT1"
"NCAM1",5.36004701324357e-12,1.0672254591025,0.684,0.251,1.06064610298064e-07,"N_GABA","NCAM1"
"FAM155A",7.83310577117715e-12,0.878845355992256,0.263,0.042,1.55001497000053e-07,"N_GABA","FAM155A"
"MAP2",9.0641448926301e-12,1.18198908381767,0.789,0.432,1.79361299135365e-07,"N_GABA","MAP2"
"DRAXIN",1.225456444301e-11,1.05580433959351,0.395,0.09,2.42493321198281e-07,"N_GABA","DRAXIN"
"MAPRE3",1.27433062154254e-11,1.06155872826009,0.5,0.139,2.52164543390838e-07,"N_GABA","MAPRE3"
"NOS1AP",1.51974225471994e-11,0.936403478323137,0.342,0.069,3.00726597363982e-07,"N_GABA","NOS1AP"
"RPS6KL1",1.85136039078123e-11,0.791360830891728,0.263,0.043,3.6634719412779e-07,"N_GABA","RPS6KL1"
"EBF1",3.02326363415184e-11,0.802975360742285,0.368,0.078,5.98243407925966e-07,"N_GABA","EBF1"
"RTN2",3.84576751272766e-11,0.919764261447187,0.421,0.105,7.61000475418549e-07,"N_GABA","RTN2"
"ZNF385D",4.29455533125914e-11,1.18689036643593,0.368,0.084,8.49806608949558e-07,"N_GABA","ZNF385D"
"TPD52",5.71929134128531e-11,1.11102399340035,0.447,0.12,1.13173337061354e-06,"N_GABA","TPD52"
"RPRM",6.17564946381424e-11,1.43711911143067,0.342,0.076,1.22203751589956e-06,"N_GABA","RPRM"
"DCLK1",7.45891966960461e-11,0.952614268646966,0.579,0.192,1.47597102422136e-06,"N_GABA","DCLK1"
"MALAT1",7.47177849730764e-11,0.588384326507598,1,1,1.47851552904724e-06,"N_GABA","MALAT1"
"STMN1",7.74986150478789e-11,0.577292362133861,1,0.996,1.53354259456743e-06,"N_GABA","STMN1"
"KIF5C",7.97910433954983e-11,1.06992170863814,0.842,0.486,1.57890516671012e-06,"N_GABA","KIF5C"
"CRMP1",8.23117247431074e-11,1.24007423304134,0.842,0.472,1.62878440921661e-06,"N_GABA","CRMP1"
"ERV3-1",9.38515831320443e-11,0.887495435182306,0.789,0.328,1.85713512701689e-06,"N_GABA","ERV3-1"
"DPYSL3",1.29657568870906e-10,0.989204673503471,0.605,0.225,2.56566397281749e-06,"N_GABA","DPYSL3"
"APLP1",1.50548197650593e-10,0.955130654923978,0.921,0.574,2.97904773510993e-06,"N_GABA","APLP1"
"BEX1",1.92595020310324e-10,1.02107663852815,0.895,0.666,3.81107026190069e-06,"N_GABA","BEX1"
"EEF2",2.309672648189e-10,0.497324795165714,1,0.999,4.57038023623639e-06,"N_GABA","EEF2"
"LIN28A",2.37903723740474e-10,1.06167831562838,0.579,0.21,4.70763888537649e-06,"N_GABA","LIN28A"
"EIF1B",2.7567279578312e-10,0.849900587680915,0.947,0.825,5.45501328295638e-06,"N_GABA","EIF1B"
"SOX4",3.37681354027107e-10,0.772286697067445,1,0.918,6.6820386334884e-06,"N_GABA","SOX4"
"MAPT",3.4918984428586e-10,0.871504787109982,0.395,0.098,6.90976863872861e-06,"N_GABA","MAPT"
"PMEL",3.50449370656825e-10,1.23321303530305,0.316,0.067,6.93469214655725e-06,"N_GABA","PMEL"
"ATP6V1G2",3.67712702223124e-10,1.02583992369397,0.447,0.126,7.27629895159117e-06,"N_GABA","ATP6V1G2"
"TUBB3",4.0685703723137e-10,1.03420046793456,0.395,0.104,8.05088705273436e-06,"N_GABA","TUBB3"
"GABRB3",4.55854461091654e-10,0.776284597131239,0.421,0.11,9.02044807608165e-06,"N_GABA","GABRB3"
"CALM2",5.72363629856167e-10,1.12392931451396,1,0.977,1.13259315075938e-05,"N_GABA","CALM2"
"TUBB2A",6.26042027436347e-10,1.41675494906209,0.763,0.378,1.23881196389104e-05,"N_GABA","TUBB2A"
"PLD3",8.9036211195204e-10,0.898748155795564,0.895,0.537,1.7618485471307e-05,"N_GABA","PLD3"
"DAAM1",9.33797492786511e-10,1.09197996384782,0.816,0.439,1.84779847872595e-05,"N_GABA","DAAM1"
"SARAF",1.01188748156235e-09,0.820180905615907,1,0.81,2.00232294851559e-05,"N_GABA","SARAF"
"H3F3B",1.01442078822269e-09,0.486519357876429,1,0.998,2.00733585573505e-05,"N_GABA","H3F3B"
"PRRT2",1.26874119479759e-09,1.09652867845378,0.684,0.321,2.51058507626546e-05,"N_GABA","PRRT2"
"GDI1",2.87361697002546e-09,0.874602957055621,0.816,0.524,5.68631326028639e-05,"N_GABA","GDI1"
"ST7",3.64208757567822e-09,0.942639873059302,0.368,0.096,7.20696289475207e-05,"N_GABA","ST7"
"JPT1",4.07776660204334e-09,0.569443382935453,1,0.915,8.06908455212337e-05,"N_GABA","JPT1"
"NLRP1",5.45200575691496e-09,0.831599414573523,0.868,0.662,0.000107884289917833,"N_GABA","NLRP1"
"ATP6V0B",9.61728686792282e-09,0.791089138551613,0.895,0.6,0.000190306872542457,"N_GABA","ATP6V0B"
"ATP1B1",1.19495027233639e-08,1.21075274934291,0.658,0.283,0.000236456759889924,"N_GABA","ATP1B1"
"CELF4",1.37916288710867e-08,1.27666132769284,0.368,0.104,0.000272908752101064,"N_GABA","CELF4"
"C1orf21",1.57466427543597e-08,1.08162311638404,0.737,0.386,0.00031159456682327,"N_GABA","C1orf21"
"CIRBP",2.42292669127939e-08,0.541668157197693,1,0.985,0.000479448733670367,"N_GABA","CIRBP"
"C5orf38",2.68733728154018e-08,1.0364789370156,0.605,0.263,0.000531770301271172,"N_GABA","C5orf38"
"CKB",2.70164289282506e-08,0.651024132047445,1,0.957,0.000534601095632222,"N_GABA","CKB"
"CXADR",2.9470859145287e-08,0.814074077759057,0.947,0.68,0.000583169360766939,"N_GABA","CXADR"
"VAT1",3.15635319202763e-08,0.830704162139558,0.684,0.351,0.000624579169638428,"N_GABA","VAT1"
"ASNS",3.16779826870275e-08,0.789062338221338,0.368,0.105,0.000626843921410899,"N_GABA","ASNS"
"FEZ1",4.19865050481736e-08,0.79113836147244,0.895,0.689,0.00083082896189326,"N_GABA","FEZ1"
"SNRPN",4.76586896162435e-08,0.565818966196759,0.974,0.922,0.000943070150126227,"N_GABA","SNRPN"
"ETFB",5.72973845345674e-08,0.768168422841787,0.816,0.587,0.00113380064517002,"N_GABA","ETFB"
"UCHL1",6.32021654585589e-08,1.35630730155431,0.711,0.397,0.00125064445009396,"N_GABA","UCHL1"
"TRIM36",6.59966701144489e-08,0.829089947388449,0.289,0.069,0.00130594210822472,"N_GABA","TRIM36"
"SVBP",7.89545701163978e-08,0.633586754092918,0.947,0.802,0.00156235303346328,"N_GABA","SVBP"
"NOVA2",8.18298765798737e-08,0.720152361511567,0.553,0.211,0.00161924959776254,"N_GABA","NOVA2"
"CLIP3",8.27300829214178e-08,0.880996809376346,0.632,0.292,0.00163706288084902,"N_GABA","CLIP3"
"PBX1",1.80653513640887e-07,0.774223632254759,0.868,0.686,0.00357477172792587,"N_GABA","PBX1"
"DACH1",1.88756725219029e-07,1.05329463194896,0.474,0.171,0.00373511807863414,"N_GABA","DACH1"
"BEX2",1.95662408003715e-07,1.00876645987536,0.789,0.484,0.00387176772957751,"N_GABA","BEX2"
"CRNDE",2.09250021404852e-07,1.02265203547327,0.737,0.58,0.0041406394235592,"N_GABA","CRNDE"
"PTMS",2.11165729094453e-07,0.320867701533885,1,0.988,0.00417854744732104,"N_GABA","PTMS"
"SOX11",2.19201013080919e-07,0.821605688862322,0.947,0.895,0.00433754964684523,"N_GABA","SOX11"
"ANK2",2.29055096333083e-07,0.782437017336634,0.342,0.099,0.00453254224623905,"N_GABA","ANK2"
"AP1S2",2.521219941765e-07,0.645164527016926,0.947,0.749,0.00498899002076458,"N_GABA","AP1S2"
"AL391807.1",2.67719746380723e-07,0.944215709424366,0.526,0.21,0.00529763834138174,"N_GABA","AL391807.1"
"RUFY3",3.2014336380185e-07,0.796075827589913,0.711,0.371,0.00633499688291102,"N_GABA","RUFY3"
"YWHAG",3.49696558131944e-07,0.860093267770074,0.789,0.486,0.00691979549231491,"N_GABA","YWHAG"
"COX7A2",3.80687344913317e-07,0.381925679244652,1,0.972,0.00753304118114471,"N_GABA","COX7A2"
"EIF4A1",3.98675059676204e-07,0.599592415201117,0.895,0.701,0.00788898208087273,"N_GABA","EIF4A1"
"SERINC3",4.78090574162691e-07,0.750502413159883,0.526,0.209,0.00946045628153134,"N_GABA","SERINC3"
"YWHAH",4.84196966797314e-07,0.871958469677427,0.895,0.73,0.00958128957898524,"N_GABA","YWHAH"
"TUBB4A",5.00331397799743e-07,0.721327282408721,0.447,0.16,0.00990055769966132,"N_GABA","TUBB4A"
"CADPS",5.47109754454549e-07,0.882363469320247,0.395,0.134,0.0108262078211466,"N_GABA","CADPS"
"VAMP2",6.8290184119418e-07,0.828180699063601,0.921,0.705,0.0135132616335504,"N_GABA","VAMP2"
"GPC2",7.0226562519795e-07,0.902095843410325,0.632,0.323,0.013896432191417,"N_GABA","GPC2"
"PCDH9",7.04577004062932e-07,0.996377718122617,0.316,0.092,0.0139421697563973,"N_GABA","PCDH9"
"CDKN2D",7.35933986513924e-07,0.769477418522337,0.447,0.172,0.0145626617251375,"N_GABA","CDKN2D"
"MAPK8IP1",9.37889706961722e-07,1.09283084550387,0.368,0.128,0.0185589615213586,"N_GABA","MAPK8IP1"
"CITED2",1.07169398122827e-06,0.878821402109625,0.763,0.456,0.0212066805005449,"N_GABA","CITED2"
"PHF21B",1.10867679341403e-06,0.818009640694047,0.342,0.109,0.0219384963880769,"N_GABA","PHF21B"
"CAMLG",1.22053652862697e-06,0.568473440951471,0.895,0.724,0.0241519768284705,"N_GABA","CAMLG"
"REEP1",1.35245096673925e-06,0.98588718711556,0.263,0.073,0.0267622997298363,"N_GABA","REEP1"
"CNTNAP2",1.50902054551172e-06,1.03136896066206,0.368,0.132,0.0298604985545858,"N_GABA","CNTNAP2"
"ATP6V1A",1.5860518099665e-06,0.761750102872701,0.5,0.201,0.0313847932156172,"N_GABA","ATP6V1A"
"IGLON5",1.87159987740641e-06,0.794644683865628,0.553,0.25,0.0370352183741181,"N_GABA","IGLON5"
"KLC1",1.9369513184168e-06,0.884057026991076,0.605,0.297,0.0383283926888316,"N_GABA","KLC1"
"LIN7A",2.12650409754405e-06,0.631771368926307,0.342,0.109,0.0420792630822016,"N_GABA","LIN7A"
"IGBP1",2.5776310579878e-06,0.844064419556643,0.763,0.524,0.0510061633754625,"N_GABA","IGBP1"
"BTG1",2.66185308438755e-06,0.83182656138887,0.895,0.8,0.0526727488338609,"N_GABA","BTG1"
"MARCH9",2.84212633047556e-06,0.800602755119769,0.395,0.146,0.0562399958274503,"N_GABA","MARCH9"
"DLL3",3.11600427491394e-06,0.729176473606852,0.395,0.145,0.061659492591997,"N_GABA","DLL3"
"LMBR1L",3.21331145013857e-06,0.655033520463771,0.5,0.211,0.063585006975342,"N_GABA","LMBR1L"
"NOVA1",3.26044055508087e-06,0.625640946760433,0.921,0.766,0.0645175977039403,"N_GABA","NOVA1"
"DDX24",3.43068374393817e-06,0.767590456361956,0.711,0.408,0.0678863699250486,"N_GABA","DDX24"
"BASP1",3.43095583517606e-06,0.510051263091663,1,0.931,0.0678917540664638,"N_GABA","BASP1"
"EFNA3",3.57661303791215e-06,0.736200856523854,0.474,0.197,0.0707740187942056,"N_GABA","EFNA3"
"FBXO28",3.64494696624913e-06,0.697658954901345,0.342,0.114,0.0721262105681379,"N_GABA","FBXO28"
"ATP5F1A",3.81800468530856e-06,0.430358251843947,0.974,0.94,0.0755506767128857,"N_GABA","ATP5F1A"
"CA11",3.91113094624018e-06,0.844978528219014,0.395,0.152,0.0773934591642006,"N_GABA","CA11"
"FAM171B",3.9869882321658e-06,0.851351524662739,0.263,0.075,0.0788945231380969,"N_GABA","FAM171B"
"COX7C",4.06584290066206e-06,0.305982847480128,1,0.998,0.0804548993183009,"N_GABA","COX7C"
"IRX2",4.94838568296925e-06,0.930928636815917,0.421,0.172,0.0979186558945956,"N_GABA","IRX2"
"GREB1L",5.11646650832839e-06,0.677009295537679,0.342,0.114,0.101244639266802,"N_GABA","GREB1L"
"ASCL1",5.46301324901738e-06,1.11660700560869,0.263,0.073,0.108102106171556,"N_GABA","ASCL1"
"KIF1A",5.46965220836187e-06,0.724251090204565,0.447,0.178,0.108233477899065,"N_GABA","KIF1A"
"MT-ND5",6.13311728175986e-06,0.520044106291143,0.895,0.75,0.121362124771464,"N_GABA","MT-ND5"
"PAFAH1B3",6.5457811660468e-06,0.724191145276913,0.921,0.815,0.129527917713734,"N_GABA","PAFAH1B3"
"ROBO1",6.78019327898585e-06,0.764852587662623,0.342,0.117,0.134166464604572,"N_GABA","ROBO1"
"AUH",7.99708564968933e-06,0.725773640692059,0.263,0.078,0.158246330836052,"N_GABA","AUH"
"DDX5",8.58128487603899e-06,0.67507468842574,0.921,0.869,0.169806465127059,"N_GABA","DDX5"
"NNAT",9.63354283516426e-06,0.587152930748471,0.763,0.538,0.19062854562223,"N_GABA","NNAT"
"PRAF2",9.64152780462678e-06,0.672611220764185,0.763,0.501,0.190786552197955,"N_GABA","PRAF2"
"TTC3",9.80908238800786e-06,0.459535133415597,0.974,0.853,0.1941021222939,"N_GABA","TTC3"
"ACAP3",1.19190355434638e-05,0.875594574030974,0.395,0.167,0.235853875334063,"N_GABA","ACAP3"
"GNG2",1.23624581843078e-05,0.663702616598689,0.711,0.443,0.244628322551082,"N_GABA","GNG2"
"PCDH17",1.28904279335524e-05,0.940107269059822,0.263,0.08,0.255075787949135,"N_GABA","PCDH17"
"GLRX",1.3342493947148e-05,0.604899269042933,0.316,0.105,0.264021270226164,"N_GABA","GLRX"
"GRAMD1A",1.35117155357376e-05,0.926608611102703,0.579,0.318,0.267369827021175,"N_GABA","GRAMD1A"
"PPP1R1A",1.434676781473e-05,0.764902064392083,0.421,0.174,0.283893841517877,"N_GABA","PPP1R1A"
"LINC01896",1.47332587737655e-05,0.870622473866798,0.289,0.093,0.291541724615271,"N_GABA","LINC01896"
"NIPSNAP1",1.60070765856122e-05,0.554187128667298,0.816,0.528,0.316748031476094,"N_GABA","NIPSNAP1"
"CUTA",1.68423451929659e-05,0.430318758888862,0.974,0.929,0.33327632667841,"N_GABA","CUTA"
"LRRN3",1.74308181596107e-05,0.755110036189836,0.289,0.095,0.344921029742376,"N_GABA","LRRN3"
"STMN3",1.78029504522424e-05,0.77523774078208,0.658,0.382,0.352284783548972,"N_GABA","STMN3"
"DPYSL2",1.78436958637989e-05,0.518527816461885,0.921,0.763,0.353091053752852,"N_GABA","DPYSL2"
"NPRL2",2.01484782279644e-05,0.580247595204947,0.368,0.134,0.398698087174959,"N_GABA","NPRL2"
